,name,desc,angel_url,location,employees,raised,website,angel_id
597,Karlin Ventures,Early-stage venture capital fund based in Los Angeles,https://angel.co/karlin-ventures,Los Angeles,1-10,9900000.0,http://www.karlinvc.com,117793
598,Realty Mogul,"Online, crowdfunding, capital markets platform for real estate investing.",https://angel.co/realty-mogul,Los Angeles,51-200,45020000.0,http://www.realtymogul.com,150420
599,Be Great Partners,Be Great Partners is a leading startup incubator in Los Angeles,https://angel.co/be-great-partners,Los Angeles,51-200,6000000.0,http://www.begreat.co,176302
600,Baroda Ventures,LA based seed fund,https://angel.co/baroda-ventures,Los Angeles,1-10,9900000.0,http://www.barodaventures.com,131834
601,Prevoty,Web Application Security on Your Terms,https://angel.co/prevoty,Los Angeles,1-10,11127000.0,https://www.prevoty.com,185695
602,Pixalate,Leader in fraud protection and data intelligence.,https://angel.co/pixalate,Los Angeles,11-50,4750000.0,http://www.pixalate.com,167420
603,Lumi,Packaging for online brands,https://angel.co/lumi,Los Angeles,11-50,9000000.0,https://www.lumi.com,73779
604,Replicated,"Private SaaS, as a service",https://angel.co/replicated,Los Angeles,1-10,6500000.0,http://www.replicated.com,549720
605,Hush,We're creating the best beauty experience on mobile,https://angel.co/hush-10,Los Angeles,11-50,2000000.0,http://shophush.com,3152832
606,Winc,Direct-Distribution Wine Company,https://angel.co/winc,Los Angeles,51-200,30600000.0,http://www.winc.com,26411
612,NanoRacks,Commercial and affordable use of outer space,https://angel.co/nanoracks,Houston,11-50,3095000.0,http://www.nanoracks.com,193660
613,MicroTransponder,Device Based Tinnitus and Stroke Therapy,https://angel.co/microtransponder-1,Dallas,11-50,8100000.0,http://www.microtransponder.com,126188
614,DropShip Commerce - Dsco,LinkedIn for Distributed/eCommerce Supply Chain,https://angel.co/dropship,Salt Lake City,1-10,4300000.0,http://www.dropship.com,98360
615,Peterson Ventures,"Peterson Ventures is an early-stage venture capital firm focused on SaaS, digital commerce, and healthcare",https://angel.co/peterson-ventures,Salt Lake City,1-10,9900000.0,http://www.petersonventures.com,164862
616,Plumzi,"Plumzi partners with world-renowned animation studios to turn their existing TV episodes into appisodes, a new form of entertainment on tablets and smartphones that enables kids to interact with characters and help drive the story via touch, voice, and tilt.",https://angel.co/plumzi,Silicon Valley,11-50,9900000.0,http://www.plumzi.com,105699
617,Fenox Venture Capital,Fenox Venture Capital is a Silicon Valley-based global venture capital firm.,https://angel.co/fenox-venture-capital,Silicon Valley,11-50,9900000.0,http://fenoxvc.com,160409
620,Sprint.ly,Development Resource Planning,https://angel.co/sprint-ly,Portland,1-10,500000.0,https://sprint.ly,105017
621,CrowdStreet,Connecting Investors with Investment Real Estate,https://angel.co/crowdstreet,Portland,1-10,4850000.0,http://crowdstreet.com,175707
622,Glider (Acquired by FPX),Business intelligence and shorter sales cycles for the contract process.,https://angel.co/glider-acquired-by-fpx,Portland,1-10,1350000.0,http://www.glider.com,98861
625,CrowdHall,Crowdsourced conversations with your favorite people,https://angel.co/crowdhall,Las Vegas,1-10,665000.0,http://CrowdHall.com,106395
627,Altos Ventures,A different approach to venture capital,https://angel.co/altos-ventures-2,Menlo Park,1-10,9900000.0,http://www.altos.vc,2587601
628,Qubell,Adaptive Platform-as-a-Service for the enterprises,https://angel.co/qubell,Menlo Park,11-50,2800000.0,http://qubell.com,114143
631,Women.com,Publisher/Community striving to speak to the core identity of women.,https://angel.co/women-com-1,Manhattan Beach,1-10,1765000.0,https://www.women.com,265929
633,Urban Remedy,Organic foods and fresh pressed juices,https://angel.co/urban-remedy,Richmond,11-50,6000000.0,http://www.urbanremedy.com,104563
635,AgSquared,Enterprise platform for global agriculture,https://angel.co/agsquared,Washington DC,1-10,1200000.0,http://www.agsquared.com,106508
636,Disruption,"Research, Investment & Advice For The Private Market.",https://angel.co/disruption-corporation,Washington DC,11-50,9900000.0,http://disruption.vc,150765
638,Health Gorilla,First Clinical Network solving Healthcare Interopreability,https://angel.co/health-gorilla,Sunnyvale,11-50,4325000.0,https://www.healthgorilla.com,102399
639,Voicegem,Asynchronous voice communication,https://angel.co/voicegem,Sunnyvale,1-10,9900000.0,http://www.voicegem.com,113221
642,Securly,Security for schools & families,https://angel.co/securly,Charlotte,11-50,4000000.0,http://www.securly.com,102724
644,Double Robotics,Telepresence Robots,https://angel.co/double-robotics,Burlingame,11-50,250000.0,http://www.doublerobotics.com,117469
645,Clerky,Helping startups get legal stuff done right (and fast).,https://angel.co/clerky-1,Burlingame,1-10,9900000.0,https://www.clerky.com,178766
647,Vine Street Ventures,Vine Street Ventures is a fund dedicated to investing in internet and mobile businesses.,https://angel.co/vine-street-ventures,Cincinnati,1-10,9900000.0,http://www.vinestventures.com,116493
648,Ahalogy,Optimized Content Marketing at Scale,https://angel.co/ahalogy,Cincinnati,51-200,13370000.0,http://ahalogy.com,164736
650,Tugboat Yards,"Tools to help grow, manage, monetize and retain audiences",https://angel.co/tugboat-yards,Half Moon Bay,1-10,9900000.0,https://tugboatyards.com,113598
652,Email Copilot,(previously Embarke) - We get emails to the inbox,https://angel.co/email-copilot,San Diego,1-10,1250000.0,http://www.emailcopilot.com,149892
653,DataGravity,We will change the way enterprises extract value from data.,https://angel.co/datagravity,Nashua,51-200,92000000.0,http://datagravity.com/,152129
654,clypd,"Changing TV advertising, one person at a time",https://angel.co/clypd,Somerville,11-50,29800000.0,http://www.clypd.com/,152548
655,Promoter.io,Predictive customer intelligence & insights driven by NPS (Net Promoter),https://angel.co/promoter-io,San Antonio,1-10,1437000.0,http://www.promoter.io,180386
656,yozio,Organic Mobile Growth Platform,https://angel.co/yozio,Oakland,1-10,7000000.0,http://www.yozio.com,126698
657,BriteHub,Cloud tools to streamline your supply chain.,https://angel.co/britehub-2,Oakland,1-10,1030000.0,https://britehub.com,184377
658,Kato,Vanguard professional messaging system,https://angel.co/kato,Oakland,11-50,1800000.0,http://kato.im,164277
659,Babylist,Loved and trusted by expecting parents. Baby registry + store + content & tools.,https://angel.co/babylist,Oakland,11-50,670000.0,http://babylist.com,107217
660,hiku,"Puts a retail store in the house, and makes shopping frictionless",https://angel.co/hiku,San Jose,1-10,750000.0,http://www.hiku.us,132175
661,Campaign,A vertically integrated online furniture brand.,https://angel.co/campaign,Emeryville,1-10,3000000.0,http://Angel.co/campaign,176920
662,MD Insider,Machine Learning Enabled Provider Performance Transparency,https://angel.co/md-insider,Santa Monica,51-200,23000000.0,https://mdinsider.com,178029
663,FocusMotion,"FocusMotion is the data-driven, deep learning solution for orthopedic recovery.",https://angel.co/focusmotion,Santa Monica,1-10,9900000.0,http://www.focusmotion.io,164630
664,Earny,Getting your money back,https://angel.co/earny,Santa Monica,11-50,11500000.0,http://www.earny.co,948959
665,DataHero,The fastest easiest way to understand your data,https://angel.co/datahero,Santa Monica,1-10,10250000.0,https://datahero.com,28509
666,BitPay,"The world's leader in bitcoin payments. Spend, accept payments, and build with bitcoin.",https://angel.co/bitpay,Atlanta,11-50,32700000.0,https://bitpay.com,177479
667,Drummond Road Capital,Drummond Road Capital operates as a venture capital firm. The Company serves customers in the United States.,https://angel.co/drummond-road-capital,Cleveland,1-10,9900000.0,http://about.me/drummondroad,164737
668,K5 Ventures,Seed investment fund focused on investments in the US and mostly California,https://angel.co/k5vp,Orange County,11-50,9900000.0,http://www.k5ventures.com,167510
669,Zocdoc,"Zocdoc is the tech company at the beginning of a better healthcare experience. Each month, millions of patients use Zocdoc to find in-network neighborhood doctors, instantly book appointments online, see what other real patients have to say, get reminders for upcoming appointments and preventive check-ups, fill out their paperwork online, and more. With a mission to give power to the patient, Zocdoc’s online marketplace delivers the accessible, seamless, and simple experience patients expect and deserve.",https://angel.co/zocdoc,Scottsdale,501-1000,377000000.0,http://www.zocdoc.com,32840
670,Weave,Communication Platform for SMBs,https://angel.co/weave,Utah,51-200,20500000.0,http://www.getweave.com,87594
671,BrandYourself,"The first platform for individuals to clean up, protect and improve your online reputation",https://angel.co/brandyourself,Lancaster,51-200,6800000.0,http://www.brandyourself.com/,52176
672,MeUndies,Softer-than-soft basics for everybody.,https://angel.co/meundies,Culver City,51-200,1400000.0,https://www.meundies.com,23453
673,Bolt,Let's change payments together,https://angel.co/bolt,Stanford,11-50,9900000.0,http://bolt.com/,513101
674,The Kive Company,Using technology to make parent's lives easier.  Our 1st app is ARTKIVE to store kids' art,https://angel.co/the-kive-company,Encino,1-10,775000.0,http://www.artkiveapp.com,117384
676,RiskIQ,RiskIQ is the leader in digital threat management,https://angel.co/riskiq,Shawnee,51-200,65500000.0,http://www.riskiq.com/,32396
678,Variable,Professional IoT Platform,https://angel.co/variable,Chattanooga,11-50,3250000.0,http://www.variableinc.com,102830
679,SupplyHog,Amazon of Building Supplies. : Buy Hardware & Building Supplies Online,https://angel.co/supplyhog,Chattanooga,1-10,2500000.0,http://www.supplyhog.com,125280
