,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter
516,API Tracker,API Tracker is a software company that specializes in tracking and managing APIs.,https://apitracker.com/,150000.0," Developer APIs, Information Technology, Software",01 to 10 ," Mountain View, California, United States",01-01-19 0:00," Information Technology, Software","API Tracker is a software company that specializes in tracking and managing APIs. It monitors all API integrations, increases reliability, and features a simple deployment model.

The company was founded in 2019 and is headquartered in Mountain View, California.",Software-2019
517,ApRbot,ApRbot is an IT company reduces routine work in documents workflow.,http://aprbot.com/,74000.0," Information Technology, Messaging, Software",01 to 10 ," San Francisco, California, United States",2019," Information Technology, Internet Services, Messaging and Telecommunications, Software",,Software-2019
518,AptEdge,AptEdge helps businesses understand customer challenges to build a better product experience.,https://aptedge.io/,1900000.0," Analytics, CRM, SaaS",01 to 10 ," San Francisco, California, United States",2019," Data and Analytics, Information Technology, Sales and Marketing, Software",ML-powered product to help companies build a better product experience.,Software-2019
519,ArchiveCore,DLT Credentialing,http://www.archivecore.com,40000.0," Health Care, Information Technology, Software",01 to 10 ," Roanoke, Virginia, United States",01-01-19 0:00," Health Care, Information Technology, Software",,Software-2019
520,Ardis AI,Ardis AI develops a toolkit that extracts structured information from raw text.,https://www.ardis.ai/,150000.0," Artificial Intelligence, Developer Tools, Information Services, Natural Language Processing, Software",01 to 10 ," Columbus, Ohio, United States",2019," Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Ardis AI develops a toolkit for natural language understanding that extracts structured information from raw text. Ardis AI's software builds a simulation, it understands the goals, beliefs, and assertions of the people discussed in the text, it reasons about spatial and temporal relationships, and stores and learns from its experiences.",Software-2019
521,Atimize,Atimize provides assistive technology solutions for people with disabilities that allows them to do the impossible.,http://atimizeat.com/,25000.0," Electronics, Health Care, Information Technology, Software",01 to 10 ," Pittsburgh, Pennsylvania, United States",2019," Consumer Electronics, Hardware, Health Care, Information Technology, Software",Atimize provides assistive technology solutions for people with disabilities that allows them to do the impossible.,Software-2019
522,Atmo,Predicts how weather impacts the business performance.,https://atmo.ai/,2150000.0," Analytics, Artificial Intelligence, Machine Learning, Software",01 to 10 ," San Francisco, California, United States",2019," Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Froglabs predicts how weather impacts the business performance. It demystifies the impact of weather, designing technology to convert millions of data points into customized actions. 

The company utilizes machine intelligence software along with historical business and weather data, it plugs into its customer ecosystem and provides insights for critical operational decisions that affect the supply chain. Froglabs addresses problems such as transport optimization, workforce engagement, customer experience enhancement, and sales prediction. 

Froglabs was founded in 2019 and is headquartered in San Francisco, California.",Software-2019
523,Austonia,"Austonia is an authentic, locally owned online news company that's here to report exclusively on what's happening in our city.",https://austonia.com/,325000.0," Information Services, News",01 to 10 ," Austin, Texas, United States",2019," Content and Publishing, Information Technology, Media and Entertainment","Austonia is an authentic, locally owned online news company that's here to report exclusively on what's happening in our city.",Software-2019
524,Axle,Axle helps freight brokers grow faster by automating their back-office and providing fast & affordable working capital.,https://www.axlepayments.com/,39220000.0," Finance, FinTech, Information Services, Information Technology",01 to 10 ," New York, New York, United States",2019," Financial Services, Information Technology","Axle provides small brokers and their carriers with efficient and honest working capital to sustain the global logistics industry. Shawn Vo and Bharath Krishnamoorthy established the company in New York, New York in 2019.",Software-2019
525,Basement App,A social network for close friends.,https://www.basement.social,150000.0," Apps, Social Network",01 to 10 ," San Francisco, California, United States",2019," Apps, Internet Services, Software",,Software-2019
526,BearHand,BearHand is a software that allows customers to discover a nearby cafe in their community.,https://www.bearhand.company/,105000.0," Food and Beverage, Mobile Apps, Software",01 to 10 ," Berkeley, California, United States",2019," Apps, Food and Beverage, Mobile, Software","BearHand is a software that allows customers to discover home-brewed coffee made by baristas and coffee makers within their local communities. The company was founded in 2019 and is headquartered in Berkeley, California.",Software-2019
527,Bevz,Convenience store technology and services platform,https://bevz.com/,1100000.0," E-Commerce, Software",01 to 10 ," Los Angeles, California, United States",2019," Commerce and Shopping, Software","Bevz is a convenience store technology & services platform that helps local, independent retailers grow their business, connect with brands, and deliver anything at their store to their customers in 30 minutes.

Bevz covers everywhere from Santa Barbara through Orange County and Palm Springs, and will soon expand throughout California, eventually going national. With 30+ years of experience in alcohol sales and convenience store operations, coupled with innovative technology, we built and launched unique industry partnerships and are solving the biggest industry problems. Bevz is the only company that built our technology and business model from the ground up to support local convenience stores across the nation.",Software-2019
528,BLADE,BLADE is a cryptocurrency derivatives exchange,https://www.blade.exchange/,4300000.0," Cryptocurrency, FinTech, Information Technology, Internet",01 to 10 ," San Francisco, California, United States",2019," Financial Services, Information Technology, Internet Services, Payments, Software","BLADE is a technology company focused on building a new foundational layer for the cryptocurrency markets, and eventually the global financial markets more broadly.",Software-2019
529,BLISSWAY,Blissway is developing a new tolling technology that gives the ability to maintain free flow conditions on highways 24/7.,https://www.blissway.com,3275000.0," Computer Vision, GovTech, Hardware, Mobile Apps, Transportation",01 to 10 ," Los Angeles, California, United States",2019," Apps, Government and Military, Hardware, Information Technology, Mobile, Software, Transportation","Blissway is a tolling technology that replaces the current hardware-heavy, software-lite Electronic Toll Collection (ETC) architecture—windshield transponders and gantries—with the smartphone in everyone’s pocket and miniaturized road-level license plate reading cameras.",Software-2019
530,Blue Studios,"Blue Studios is a live-stream and on-demand platform, like Peloton, broadcasting entertaining STEM classes for kids.",https://www.bluestudios.io,270000.0," Broadcasting, Consumer, EdTech, Education, Information Services, Media and Entertainment",01 to 10 ," San Francisco, California, United States",2019," Education, Information Technology, Media and Entertainment, Other, Software, Video","Blue Studios is a live-stream and on-demand platform, like Peloton, broadcasting the best and most entertaining STEM classes for kids, whether it be coding, robotics, botany, or microbiology. 

The company's mission is to teach a billion kids STEM skills.",Software-2019
531,BlueSpace.ai,BlueSpace.ai is an urban mobility company that develops an autonomous vehicle technology.,https://www.bluespace.ai/,3399999.0," Artificial Intelligence, Automotive, Autonomous Vehicles, Transportation",01 to 10 ," Palo Alto, California, United States",2019," Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",BlueSpace.ai is an urban mobility company that develops an autonomous vehicle technology. The company is currently operating in stealth mode.,Software-2019
532,Bonsai,Bonsai is a 1:1 video chat platform for business and career advice.,http://joinbonsai.co/,5300000.0," Career Planning, Consumer Applications, Education",01 to 10 ," New York, New York, United States",2019," Apps, Education, Professional Services, Software","Bonsai is a 1:1 video chat platform for business and career advice. The company is led by builders who have started and sold companies to Google and Facebook and built products at YouTube, GIPHY, Facebook, and 2U.",Software-2019
533,BookSniffer,BookSniffer creates applications that help book lovers discover their next great read.,https://booksniffer.com/,36249.0," Apps, Information Services, Mobile Apps",01 to 10 ," Fort Worth, Texas, United States",2019," Apps, Information Technology, Mobile, Software","BookSniffer creates applications that help book lovers discover their next great read. 

The company was founded in 2019 and based in Fort Worth, Texas.",Software-2019
534,Bopdrop,Bopdrop is an application that makes it easy to share music.,https://www.bopdrop.com/,565000.0," Apps, Internet, Music, Music Streaming",01 to 10 ," Chicago, Illinois, United States",2019," Apps, Internet Services, Media and Entertainment, Music and Audio, Software","Bopdrop is an application that makes it easy to share music. They empower the music community to share the music that matters most with the people that matter most. It was founded in 2019 and is headquartered in Chicago, Illinois.",Software-2019
535,Bpr360,Bpr360 develops software that helps teams better visualize their company metrics to quickly understand the health of their business.,https://www.bpr360.com/,50000.0," Business Information Systems, Business Intelligence, Software",01 to 10 ," Charleston, South Carolina, United States",2019," Data and Analytics, Information Technology, Software",BPR (Business Plan Review) 360 is a comprehensive software tool that helps teams better visualize their company metrics to quickly understand the health of their business and see which areas need special attention.,Software-2019
536,BrainSTEM University,BrainSTEM University is an EdTech startup offering a STEAM-based curriculum through our Virtual Learning Environment (VLE).,https://brainstemu.com/,30000.0," E-Learning, Education, Tutoring",01 to 10 ," Louisville, Kentucky, United States",2019," Education, Software",BrainSTEM University is an EdTech startup offering a STEAM-based curriculum through our Virtual Learning Environment (VLE).,Software-2019
537,BRELYON,Brelyon is a developer of a display used to replace traditional monitors and virtual reality headgear.,https://brelyon.com/,3600000.0," Consumer Electronics, Hardware, Software",01 to 10 ," San Mateo, California, United States",2019," Consumer Electronics, Hardware, Software","Brelyon is a developer of a display used to replace traditional monitors and virtual reality headgears. It was founded in 2019 and is headquartered in San Mateo, California.",Software-2019
538,Broadleaf Software,"Broadleaf Software helps companies improve their efficiency, deliver a high-quality product, and grow their operations.",https://broadleafcannabis.com/,2000000.0," Cannabis, Software",01 to 10 ," Chicago, Illinois, United States",2019," Community and Lifestyle, Food and Beverage, Health Care, Software","Our secure platform helps growers keep their focus on the craft of cultivation, ensuring efficiency across teams and integrating all the data you never had before.  Most importantly, we ensure your company is profitable and delivers a consistent, high quality product.",Software-2019
539,BrowserUp,BrowserUp provides automation tools designed around shifting testing earlier in the release cycle.,https://browserup.com/,115000.0," Information Technology, Internet, Productivity Tools",01 to 10 ," Natick, Massachusetts, United States",01-01-19 0:00," Information Technology, Internet Services, Software","BrowserUp provides automation tools designed around shifting testing earlier in the release cycle. The company's solution lets users remove manual intervention from their load testing process, and enables CI/CD to work effectively while still providing the scalability load testing guarantees.",Software-2019
540,BuildBuddy,"BuildBuddy provides enterprise features for Bazel, an open-source build system that allows companies to build and test software faster.",https://buildbuddy.io/,3300000.0," Enterprise Software, Open Source, Software",01 to 10 ," Palo Alto, California, United States",01-01-19 0:00,Software,"BuildBuddy provides enterprise features for Bazel, an open-source build system that allows users to build and test software. It captures build logs, invocation details, target information, and artifacts so users get a complete picture of each build. 

The company was founded by Siggi Simonarson and is headquartered in Palo Alto, California.",Software-2019
541,BuildPlane,BuildPlane is a project management software that manages all subcontracts on a construction project.,http://www.buildplane.com/,150000.0," Commercial, Construction, SaaS, Software",01 to 10 ," Birmingham, Alabama, United States",01-01-19 0:00," Other, Real Estate, Software","BuildPlane is a project management software that manages all subcontracts on a construction project. It is a dashboard for commercial construction project managers to manage project financials and workflows. Workflows automate submittals, startup documents, pay apps, RFPs, change orders, and financial status. By automating paperwork and communications, the client can focus on executing better projects.",Software-2019
542,Burmester & Vogel,Demurrage software and freight analytics for maritime transportation and commodity trade execution,https://www.burmester-vogel.com/,1650000.0," AgTech, Logistics, Marine Technology, Marine Transportation, Software",01 to 10 ," Boston, Massachusetts, United States",2019," Agriculture and Farming, Science and Engineering, Software, Transportation","Based in Boston and Hamburg, B&V is a freight technology company specialized in laytime and demurrage. Our technology platform is built on IP that has been proven for over three decades in the maritime and commodity trading industries. B&V increases efficiency, reduces risk and saves time in estimating and calculating freight and demurrage cost for ocean, barge and rail transportation. Our client base consists of 1,000+ commodity traders, industrial producers, bulk terminals, shippers, shipowners, shipbrokers and port agents around the world.",Software-2019
543,Business Score,Funding marketplace for eCommerce companies,https://www.scorethebusiness.com/,1850000.0," Data Integration, E-Commerce, FinTech, Fraud Detection, Information Services",01 to 10 ," San Francisco, California, United States",2019," Commerce and Shopping, Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Software",,Software-2019
544,BuyerSight,Leadership Acceleration for Revenue Teams. BuyerSight is an AI and predictive analytics platform to power leaders of customer-facing teams.,https://buyersight.io,700000.0," Artificial Intelligence, Enterprise Software, Machine Learning, Predictive Analytics, SaaS, Sales",01 to 10 ," New York, New York, United States",2019," Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software","BuyerSight is an AI and predictive analytics platform to power sales managers leading teams at scale. BuyerSight collects data from sales reps’ email, calendars, and CRM, and uses AI and natural language processing (NLP) to deliver recommendations and insight to managers of customer-facing teams. Leaders can ensure quality control at scale, discover best practices, and engage in data-driven coaching. BuyerSight is based in New York City and was started by two Harvard classmates with a combined 24 years of B2B sales and software experience.",Software-2019
545,Candid Health,Candid Health is a platform that uses AI for automated medical billing.,https://www.joincandidhealth.com/,150000.0," Artificial Intelligence, Health Care, Medical",01 to 10 ," San Francisco, California, United States",01-01-19 0:00," Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software","Candid Health is a platform that uses AI for automated medical billing.

They undergo regular HIPAA audits by industry-leading security experts to protect the client's patients’ security and privacy. And  uses AI to learn insurance submission rules in real-time, so they never make the same mistake twice.",Software-2019
546,Candu,"Candu is a product experience platform for software teams who want to design, refine, and personalize their application’s user interface.",https://www.candu.ai,7450000.0," Analytics, Enterprise Software, Product Design, Product Management, SaaS, Software, UX Design",01 to 10 ," San Francisco, California, United States",2019," Data and Analytics, Design, Other, Software","Candu is a product experience platform for software teams who want to design, refine, and personalize their application’s user interface. It helps teams build product experiences that are personal and effective for onboarding and engaging users. Its drag-and-drop editor and powerful analytics suite enable teams to design, refine, and personalize an application’s UI, without coding. 

Candu allows to build experiences from the app’s UI component library and customize those experiences for each user. Its analytics suite helps to understand how those experiences drive feature discovery and adoption, allowing users to continually improve its user interface. 

Candu was founded in 2018 by Jonathan Anderson and Michele Riccardo Esposito.",Software-2019
547,Canopy,Canopy is a platform intended to connect the dots and identifies key opportunities for managers to be proactive.,https://canopy.io,1907983.0," Computer Vision, Software",01 to 10 ," Indianapolis, Indiana, United States",2019," Hardware, Software","Canopy is a platform intended to connect the dots and identifies key opportunities for managers to be proactive. The platform helps to spot pipeline risk, improve forecast accuracy and drive strategic change, enabling their clients to make a consistent and lasting impact on their sales team.",Software-2019
548,CarSnoop,CarSnoop is an app that allows users to buy or lease a car from phone or computer.,https://carsnoop.com/,545000.0," Apps, Automotive, Information Technology, Software",01 to 10 ," Fortville, Indiana, United States",2019," Apps, Information Technology, Software, Transportation","CarSnoop is an app that allows users to buy or lease a car from a phone or computer. CarSnoop leverages good credit to get the car deal that deserves without the intrusive questions and back and forth negotiations. It makes auto buying simple and stress-free.

It was founded in 2019 and is headquartered in Fortville, Indiana.",Software-2019
549,Castodia,"Castodia connects spreadsheets to live databases, APIs, and data warehouses to simplify data analysis.",https://castodia.com,150000.0," Analytics, Artificial Intelligence, Business Intelligence, Database, Predictive Analytics",01 to 10 ," San Francisco, California, United States",2019," Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Castodia connects spreadsheets to live databases, APIs, and data warehouses to simplify data analysis. It was co-founded in 2019 by Jimmy E. Chan and Ayazhan Zhakhan and is headquartered in San Francisco, California.",Software-2019
550,Cheese,"Cheese Financial provides banking services for Asian communities and offer no cash bank fees, cashback, deposit bonus, and FDIC insured.",https://www.earncheese.com/,3600000.0," Banking, Consumer Software, Financial Services",01 to 10 ," Pasadena, California, United States",2019," Financial Services, Lending and Investments, Software","Cheese Financial provides banking services for Asian communities and offer no cash bank fees, cashback, deposit bonus, and FDIC insured. The company was founded in 2019 and is based in 	Pasadena, California, United States.",Software-2019
551,Chesky,Chesky is an easiest way to prepare for a technical interview.,http://www.chesky.ai,7000000.0," Recruiting, Software, Software Engineering",01 to 10 ," San Francisco, California, United States",2019," Professional Services, Science and Engineering, Software",Chesky is an easiest way to prepare for a technical interview.,Software-2019
552,Circinus Medical Technology,Circinus Medical Technology develops a platform for surgical navigation.,https://www.circinusmedical.io/,590000.0," Health Care, Medical Device, Productivity Tools",01 to 10 ," Austin, Texas, United States",2019," Health Care, Software","Circinus Medical Technology develops a platform for surgical navigation. The company's navigation platform allows surgeons to perform surgery with a greater degree of safety and confidence, thereby improving patient outcomes. The platform is patent protected and has been used successfully in over 200 cases.

Circinus Medical Technology's mission is to simplify and miniaturize surgical navigation so that it is available to all surgeons in all settings, from large hospitals to small surgical centers.",Software-2019
553,Circle,"Circle is a community platform that brings together the creators' discussions, memberships, and content.",https://circle.so/,5500000.0," Apps, Communities, Content, Content Creators",01 to 10 ," New York, New York, United States",2019," Apps, Community and Lifestyle, Media and Entertainment, Software","Circle is a community platform that brings together the creators' discussions, memberships, and content.

The company was founded by Sid Yadav, Rudy Santino, and Andrew Guttormsen.",Software-2019
554,Climax Foods,Climax Foods Climax Foods develops machine intelligence tools to create plant-based foods that will out-compete animal-based predecessors.,https://www.climaxfoods.com/,7500000.0," Food and Beverage, Food Processing, Machine Learning, Sustainability",01 to 10 ," Berkeley, California, United States",2019," Artificial Intelligence, Data and Analytics, Food and Beverage, Software, Sustainability","Climax Foods is a data science company innovating the future of food. It has developed sophisticated machine intelligence tools to unlock smarter paths from plants to products, creating a new generation of plant-based foods that will out-compete animal-based predecessors.

Together, a team of top data and food scientists from around the globe are intelligently harnessing the vast biodiversity of the plant kingdom to create the pinnacle of flavor, texture, and nutrition — at a price point for everyone.

Climax Foods was founded in 2019 and is headquartered in Berkeley, California, United States.",Software-2019
555,Cloudux,"Cloudux is a software platform that simplifies the creation, management and deployment of code in a multi-cloud environment.",https://www.cloudux.io,100000.0," Computer, Software",01 to 10 ," Milwaukee, Wisconsin, United States",2019," Consumer Electronics, Hardware, Software","Cloudux: Created a software platform that simplifies the creation, management and deployment of code in a multi-cloud environment, allowing software engineers without cloud development knowledge to quickly build and deploy serverless and containerized code on any cloud platform. Founder: Ante Grgić",Software-2019
556,CoFi,CoFi offers multiparty payment solutions for medical practices.,https://www.cofimd.com/,775000.0,Information Technology,01 to 10 ," Holliston, Massachusetts, United States",2019,Information Technology,,Software-2019
557,Company Six,Company Six is a developer of a technology that advances the awareness and protection of those who put themselves in harm’s way.,https://companysix.com/,4575005.0," Information Technology, Robotics, Security, Software",01 to 10 ," Boulder, Colorado, United States",2019," Hardware, Information Technology, Privacy and Security, Science and Engineering, Software","Company Six is a developer of a technology that advances the awareness and protection of those who put themselves in harm’s way. The company combines advanced robotic platforms with highly-secure cloud-based technology. CO6's mission is to provide tools that fundamentally transform the way first responders operate in dangerous environments. Its products are based on nearly a decade of technology development and are designed to deliver an accessible, yet an advanced robotic solution that provides critical awareness.",Software-2019
558,Cortex,Cortex is a software platform that manages and operates microservices.,https://getcortexapp.com/,2650000.0," Document Management, Information Technology, Software",01 to 10 ," San Francisco, California, United States",01-01-19 0:00," Information Technology, Software","Cortex is a software platform that manages and operates microservices. The platform enables users to explore, understand, and operate their microservices. It improves user's incident response, it helps with documentation searches, audits service health, and prevents user's next outage.

The company was founded in 2019 and is headquartered in San Francisco, California.",Software-2019
559,Counterpart,Counterpart is an insurtech startup company that works in the management liability insurance market.,https://www.yourcounterpart.com/,10000000.0," Artificial Intelligence, Big Data, FinTech, InsurTech, Software",01 to 10 ," Los Angeles, California, United States",2019," Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software","Counterpart is a management liability platform powered by big data and artificial intelligence that offers a range of insurance products complemented with a suite of services that proactively measure and mitigates exposures. Counterpart was founded in 2019 by Tanner Hackett and is based in Los Angeles, California, United States.",Software-2019
560,CrowdPlay,The leading Engagement Program for Sports Properties that maximizes revenue through direct sales and sponsorships.,https://www.crowdplayapp.com,1325000.0," Apps, Events, Sports",01 to 10 ," Boston, Massachusetts, United States",01-01-19 0:00," Apps, Events, Media and Entertainment, Software, Sports","CrowdPlay reimagines the fan experience with a revolutionary Engagement Program that increases loyalty, drives engagement, rewards fans, and maximizes revenue through interactive sponsorship and ticket sales opportunities -- 365 days a year.",Software-2019
561,Daloopa,Daloopa provides document automation and data extraction using AI.,https://www.daloopa.com,3400000.0," Artificial Intelligence, Document Management, Software",01 to 10 ," New York, New York, United States",01-01-19 0:00," Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Daloopa provides document automation and data extraction using AI. It extracts complicated data from complex documents and manages the database. The company serves financial and data teams globally.,Software-2019
562,Dashblock,Turn any website into an API,https://dashblock.com/,150000.0," Data Integration, Internet, Productivity Tools",01 to 10 ," San Francisco, California, United States",2019," Data and Analytics, Information Technology, Internet Services, Software",Dashblock is the easiest way to automate websites without coding. Put your manual tasks on autopilot to save time and focus on what really matters.,Software-2019
563,Dashworks,Dashworks is a software company that brings together all of the information from various collaboration tools and databases.,http://www.dashworks.ai/,150000.0," Information Technology, Software",01 to 10 ," Palo Alto, California, United States",2019," Information Technology, Software","Dashworks is a software company that brings together all of the information from various collaboration tools and databases.

Dashworks is located in Palo Alto, California.",Software-2019
564,Data Mechanics,A serverless platform for data engineering and data science. The Simplest Way To Run Apache Spark.,https://www.datamechanics.co/,150000.0," Big Data, Computer, Information Technology, Software",01 to 10 ," San Francisco, California, United States",01-01-19 0:00," Consumer Electronics, Data and Analytics, Hardware, Information Technology, Software","Data Mechanics is a managed Spark platform for data scientists and engineers. The platform tunes the infrastructure parameters (e.g. CPU, Memory) and Spark configurations (e.g. parallelism, shuffle, I/O) automatically and continuously for every pipelines to make them stable and performant, and provide an easy-to-use serverless experience to its users.",Software-2019
565,Databento,"Databento is a platform that offers institutional-quality, live, and historical, market, and alternative data.",https://www.databento.com/,3700000.0," Information Services, Information Technology, Software",01 to 10 ," Boston, Massachusetts, United States",2019," Information Technology, Software","Databento is a platform that offers institutional-quality, live, and historical, market, and alternative data.

The company was founded in 2019 and based in Boston, Massachusetts.",Software-2019
566,Daybreak Health,"Daybreak Health specializes in providing online counseling services, especially for teens, helping to stabilize their mental fitness.",https://www.daybreakhealth.com,1925000.0," Health Care, Mobile Apps, Personal Health, Therapeutics",01 to 10 ," San Francisco, California, United States",01-01-19 0:00," Apps, Health Care, Mobile, Software","The Daybreak Health startup uses a mobile app to connect teens to teen-specialized therapists. Daybreak Health specializes in providing online counseling services, especially for teens, helping to stabilize their mental fitness.",Software-2019
567,DebtBook,DebtBook provides software and services to government and non-profit finance professionals.,https://www.debtbook.com/,1700591.0," Financial Services, Government, Software",01 to 10 ," Charlotte, North Carolina, United States",01-01-19 0:00," Financial Services, Government and Military, Software","DebtBook focuses on delivering debt management tools and services to governmental and not-for-profit entities. It specializes in the fields of financial services, software, and government.

It was founded in 2019 and headquartered in Charlotte, North Carolina.",Software-2019
568,Delightree,Delightree is a workflow app for franchise businesses.,https://www.delightree.com/,3000000.0," Information Services, Information Technology",01 to 10 ," San Francisco, California, United States",2019,Information Technology,They know you're busy and hence their bot will be looking at your customer feedback and will let each location know what needs attention in real-time. A food chain increased NPS across low rated stores by acting on tasks created by their bot.,Software-2019
569,Developen,"Developen creates personalized, convenient, and efficient engineering tools.",https://www.developen-prototype.com/,105000.0," Information Technology, Marketplace, Service Industry, Software Engineering",01 to 10 ," Berkeley, California, United States",2019," Commerce and Shopping, Information Technology, Other, Science and Engineering, Software","Developen creates personalized, convenient, and efficient engineering tools. The company's goal is to create a digital marketplace where the members will divide projects into manageable tasks, work together to solve problems and get paid for those solutions individually.

Developen was founded in 2019 and is based in Berkeley, California.",Software-2019
570,Dex,Dex is a personal CRM that gives you relationship superpowers.,https://getdex.com/,150000.0," Computer, CRM, Software",01 to 10 ," San Francisco, California, United States",2019," Consumer Electronics, Hardware, Information Technology, Sales and Marketing, Software","Dex is a personal CRM. You sync up your contacts/calendars, and it finds the people you haven’t kept in touch with and reminds you to reach out. You can add notes about a contact — like what you last spoke about, or what’s going on in their life — to help with the conversation next time you see them.",Software-2019
571,Digital Lending Capital,Digital Lending Capital offers full-service institutional-grade prime brokerage services and technology for digital asset management.,https://www.dlcc.co/,692500.0," Cryptocurrency, Financial Services, Lending, Risk Management",01 to 10 ," Jersey City, New Jersey, United States",01-01-19 0:00," Financial Services, Payments, Professional Services, Software","Full-Service Institutional-Grade Prime Brokerage for Digital Asset Management. DLCC offers full-service Prime Brokerage solutions for digital assets. Our all-in-one user interface leverages both API and Saas product offerings to connect clients with a growing network of liquidity providers to transact, borrow, and lend digital assets, and manage collateral. Our product suite also offers traditional Prime Brokerage services, such as consultation and capital introduction.",Software-2019
572,ditto,Ditto allows teams to collaborate on consistent and effective copy.,http://dittowords.com,1650000.0," Collaboration, Product Design, Software, UX Design",01 to 10 ," San Francisco, California, United States",2019," Design, Other, Software","Ditto allows teams to collaborate on a consistent and effective copy.

With Ditto, teams can see edit history and status on individual pieces of text, sync duplicate text, search copy across all designs by text or metadata, and collaborate within and across teams. It is used by non-technical and technical people at numerous companies ranging from small startups to large tech corporations across industry verticals.",Software-2019
573,Docket,Docket is a system of record and workflow management SaaS for legal teams.,https://www.getdocket.com,150000.0," Legal, Management Information Systems, SaaS, Software",01 to 10 ," San Francisco, California, United States",2019," Information Technology, Professional Services, Software",,Software-2019
574,Dockup,Dockup is a creatorof on-demand staging environments for engineering teams to save developers' time.,https://getdockup.com/,150000.0," Information Technology, Web Design, Web Development",01 to 10 ," Mountain View, California, United States",2019," Design, Information Technology, Software",Dockup is a creator of on-demand staging environments for engineering teams to save developers' time.,Software-2019
575,Double Loop Games,"Double Loop Games is a mobile studio dedicated to making delightful, relaxing experiences for the biggest audience in games.",https://www.doubleloopgames.com/,10500000.0," Digital Entertainment, Gaming, Mobile",01 to 10 ," San Francisco, California, United States",2019," Gaming, Media and Entertainment, Mobile","Double Loop Games is a mobile studio dedicated to making delightful, relaxing experiences for the biggest audience in games.",Software-2019
576,Dripos,Dripos offers a point of sale solution for quick service restaurants.,https://www.dripos.com,1395000.0," Consumer Software, Restaurants, SaaS, Software",01 to 10 ," Boston, Massachusetts, United States",2019," Food and Beverage, Software","Drip is a software platform that provides POS, employee scheduling, payroll for restaurants.",Software-2019
577,DriveMatch,DriveMatch is a provider of a job search platform used to match commercial drivers with carrier operators.,https://drivematch.com/,750000.0," Human Resources, Logistics, Software, Supply Chain Management, Transportation",01 to 10 ," Charleston, South Carolina, United States",2019," Administrative Services, Software, Transportation","DriveMatch is a provider of a job search platform used to match commercial drivers with carrier operators. Its application helps drivers to find and apply to the carrier jobs and qualifies the driver for free, eliminating unwanted driver leads and detailed job postings to ensure clarity that enable commercial fleet operators to improve retention and speed to hire.",Software-2019
578,Dropprint Genomics,Dropprint Genomics provides cell technology and machine learning models that characterize the immune system.,http://dropprintgen.com/,150000.0," Big Data, Life Science, Machine Learning",01 to 10 ," San Francisco, California, United States",01-01-19 0:00," Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software","Dropprint Genomics provides cell technology and machine learning models that characterize the immune system.

It offers big data to the immune system by generating personalized maps of a patient's immune systems to better understand, control, and improve immune health.",Software-2019
579,Edlyft,Support platform helping college students & adult learners through CS courses by pairing them with mentors and online group tutoring.,https://edlyft.com/,1400000.0," E-Learning, Education",01 to 10 ," San Francisco, California, United States",2019," Education, Software","Edlyft is a paid support platform that helps college students and adult learners through CS courses, by pairing them with inclusive mentors, online group tutoring, and tools for navigating complex subjects.",Software-2019
580,Elate,Elate is an operations platform designed to reach business outcomes by unifying internal technologies and disparate data.,http://www.goelate.com,1339999.0," Computer, Productivity Tools, Software",01 to 10 ," Indianapolis, Indiana, United States",2019," Consumer Electronics, Hardware, Software","Elate is driving alignment and making reporting easier by creating a single source of truth for goals and KPIs. 

Be sure to follow our Twitter and company LinkedIn page to stay up to date with our latest news and content!",Software-2019
581,Ello,The world’s first AI reading coach that works with real books.,https://www.helloello.com/,150000.0," Apps, Artificial Intelligence, E-Learning, Education",01 to 10 ," San Francisco, California, United States",2019," Apps, Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software","Ello revolutionizes the way children learn to read by combining real books with artificial intelligence technology and, in so doing, gives each child their own expert teacher. Ello uses evidence-based reading instruction to help them when they get stuck and behavioral psychology to motivate them to keep going.

We believe books are the portal to lifelong learning, and when children make a personal connection with a real book their natural, joyful curiosity flourishes.",Software-2019
582,Elodie Games,Elodie Games connect gamers around the globe by creating games with deep co-op gameplay and endlessly engaging experiences.,https://elodie.games/,5000000.0," Gaming, Information Technology, Internet, Online Games",01 to 10 ," Venice, California, United States",2019," Gaming, Information Technology, Internet Services","Elodie Games connect gamers around the globe by creating games with deep co-op gameplay and endlessly engaging experiences.  They engaged with the community to evolve and improve the player experience. 

Elodie's studio is located in Venice California. It was co-founded by Christina Norman and David Banks.",Software-2019
