,Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI
348,growmobile,"Grow Mobile provides a single, mobile ad buying platform for marketers to buy, track and optimize mobile app promotions.","Ad Network, App Marketing, Apps, Mobile",3.3,10,358.0,0.354701788
349,flightcar,FlightCar inspires and enables local owners and visitors to come together to list and rent each other__ unique cars at airports nationwide.,"Internet, Sharing Economy, Travel",2.4,10,396.5,0.528319581
350,universitynow,UniversityNow is engaged in developing learning technologies and building universities to back post-secondary education across the globe.,"Education, Higher Education, Tutoring",1.0,10,282.4,0.207021313
351,nightpro,"NightPro is an event and venue platform that helps users manage reservations, table availability, and client databases in real time.","Event Management, Hospitality, Nightlife",1.0,3,3.0,0.333333333
352,lookingglasscybersolutions,Lookingglass Cyber Solutions is a cyber-security software company helping organizations protect against targeted attacks.,"Cyber Security, Enterprise Software, Security",12.0,10,432.5,0.694193271
353,rollbar,Easy and powerful error monitoring and debugging for developers,"Analytics, Developer Tools, Internet, SaaS",6.0,10,58.8,0.34312092200000005
354,rallyware,Training that connects learning with performance data,"Corporate Training, Enterprise Software, Gamification, Human Resources, Project Management, SaaS, Social Media",4.0,10,1046.5,0.322325491
355,shiftlabs,Shift Labs provides medical devices for emerging markets in the healthcare sector.,"Emerging Markets, Health Care, Product Design",3.2,9,138.9,0.218143585
356,eshares,"Carta is building a global ownership management platform to help companies, investors, and employees manage their equity.","Enterprise Software, Finance, FinTech, Internet",17.0,10,315.8,0.322951331
357,noredink,NoRedInk is a web-based learning platform supporting students to_improve their grammar and writing skills.,"Consumer, E-Learning, Education",1.0,9,284.1,0.428946657
358,kamcord,Kamcord is a social media platform allowing its users to post and interact through video content.,"Gaming, Mobile, Social Media, Social Network, Video Streaming",1.0,10,66.3,0.242025712
359,medstartr,MedStartr is a crowdfunding platform designed for the healthcare industry.,"Automotive, Biotechnology, Crowdfunding, Finance, Health Care, Incubators, Venture Capital",4.6,10,113.1,0.180358063
360,bluepillar,Blue Pillar__ open IoT platform connects Distributed Energy Resources into an energy controls network 75% faster and 30% more affordably.,"Energy, Energy Management, Internet of Things",12.0,10,128.0,0.190855713
361,clever,"Big Data, Data Integration, EdTech, Education",,2.7,9,89.1,0.256137885
362,statwing,"Statwing provides web-based statistical analysis software for business users, data analysts, and market researchers.","Analytics, Big Data, Data Visualization",5.0,7,128.9,0.234100562
363,twitch,"Twitch is social video platform for gamers where more than 100 million gather every month to broadcast, watch and talk about video games.","Social Media, Video, Video Games, Video Streaming",30.0,8,9322.9,0.932697298
364,lifx,"LIFX is the creator of Wi Fi-enable, multi-colored LED lights controllable via a smart device.","Electronics, Hardware, Internet of Things, Lighting",2.4,9,5958.2,0.318512782
365,seedspark,Seed&Spark is an entertainment platform for conscious consumers actively increasing diversity and representation in entertainment.,"Crowdfunding, Film, Video Streaming",1.0,3,13.4,0.355201604
366,udacity,Udacity provides and promotes digital education services.,"E-Learning, EdTech, Education, Internet, Training",67.5,8,100.4,0.285896256
367,snapwire,Snapwire is a platform where talented mobile photographers shoot custom images for people around the world.,"Advertising, Crowdsourcing, E-Commerce, Image Recognition, Mobile, Photography",3.8,8,87.9,0.25256361
368,drawbridge,"Drawbridge connects, unifies, and supercharges customer data to create a complete view of the people you do business with.","Analytics, Artificial Intelligence, Big Data, Digital Marketing, Identity Management, Machine Learning, Mobile, Personalization, SaaS",20.0,8,393.0,0.4402169
369,conocophillips,"Energy, Oil and Gas",,38700.0,10,1271513.3,0.192947319
370,creandum,Creandum is a leading european early-stage venture capital firm investing in innovative and fast-growing technology companies.,"Finance, Financial Services, Venture Capital",4.0,10,191.6,0.180556766
371,mangohealth,Mobile health company on a mission to inspire and empower patients with chronic conditions to lead healthier lives.,"Health Care, Mobile, Wellness",1.0,10,149.1,0.468467411
372,strikingly,Strikingly is an online web platform enabling individuals to build mobile-optimized websites.,"Internet, Mobile, Web Design",4.0,9,60259.9,0.859883405
373,lantronix,"Hardware, Internet of Things, IT Infrastructure, Network Security, Software",,47.3,10,7637.5,0.471713273
374,ninjametrics,Ninja Metrics offers a social analytics engine that allows companies to measure the key influencers in their social game or mobile app.,"Analytics, Data Mining, Information Technology",2.0,9,314.1,0.31640266100000003
375,sureify,Sureify is an industry leading SaaS platform for Life and Annuity companies.,"B2B, Enterprise Software, FinTech, Insurance, Internet of Things, Life Insurance, SaaS, Software",1.0,9,105.2,0.266548237
376,convrrt,Convrrt is an online platform that enables users to create landing pages for marketing products and services.,"Advertising, Analytics, SEO",1.7,8,158.6,0.214306614
377,conceptdrop,ConceptDrop matches brands with an invite-only community of creative professionals.,"Enterprise Software, Marketing Automation, Marketplace",4.0,10,76.6,0.184059473
378,appetite,Appetite+ is a mobile solution that integrates social and personalized elements into app-discovery for meaningful discovery experiences.,"iOS, Mobile",1.2,1,7.6,0.76446281
379,upstart,Upstart is the first lending platform to leverage machine learning to price credit and automate the borrowing process.,"Credit, Finance, Financial Services, FinTech, Internet, Lending, Personal Finance",4.0,10,15615.1,0.985333475
380,floored,Floored develops software that turns 3D spatial data into clean interactive virtual worlds that can be explored through the web.,"3D Technology, Enterprise Software, Hardware, Real Estate, Software",2.0,10,78.3,0.334899175
381,paperkarma,PaperKarma is an app that stops postal junk mail! Snap a photo. Stop paper junk mail & catalogs. Save a tree!,"Apps, Email, Mobile",1.0,8,113.1,0.24747393
382,histowiz,HistoWiz automates histopathology for cancer researchers and is building the world__ largest cancer image database.,"Artificial Intelligence, Biotechnology, Database, Government, Health Care, Hospital, Life Science, Medical, Pharmaceutical, Veterinary",10.0,10,140.6,0.157170347
383,kitchensurfing,Kitchensurfing enables people to eat together and to eat purposefully by sending private chefs into their home kitchens.,"Food and Beverage, Hospitality, Marketplace",1.6,9,62.1,0.261375217
384,stackdriver,Stackdriver provides monitoring services for cloud-powered applications.,"Apps, Cloud Computing, Enterprise Software, Infrastructure",1.0,10,715.2,0.439840008
385,coinbase,Coinbase is a digital currency wallet service that allows traders to buy and sell bitcoin.,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency",139.6,10,80.1,0.13621394
386,swipp,"Swipp, a platform with an analytics dashboard, integrates social media and commerce to convert social posts into leads and sales.","Analytics, Big Data, Social Media",2.4,7,138.9,0.203709492
387,promolta,"A self service advertising platform to promote videos in targeted blogs, websites, mobile apps, games and social networks.","Advertising, Advertising Platforms, Internet, Video Advertising",1.1,10,181.6,0.338681859
388,shopsy,Shopsy is a mobile application that enables Instagram users to purchase products they discover on Instagram.,"Analytics, E-Commerce, Ediscovery, Fashion, Mobile, Photo Sharing, Search Engine",1.0,10,707.2,0.568748033
389,stanfy,"Stanfy is a design and development studio, specializing in software solutions for mobile, wearable devices and connected electronics (IoT).","Apps, Mobile, Outsourcing, Wearables",1.0,9,118.1,0.164010178
390,pigeonly,"Pigeonly is focus on markets that are overlooked and underserved, particularly, in minority communities.","Consumer Goods, Internet, VoIP",2.0,10,114.6,0.16954792300000002
391,contigofinancial,Contigo Financial facilitates a web-based platform that provides employees with financial products such as short-term loans.,"Credit, Finance",1.0,10,4791.1,0.214444499
392,upworthy,Upworthy is on a mission to change what the world pays attention to.,"Digital Media, Publishing, Social Media",4.0,10,916.3,0.412174708
393,highfive,Highfive simplifies business collaboration with a conferencing platform that builds connected cultures.,"Collaboration, Enterprise Software, Meeting Software, SaaS, Video Conferencing",7.0,10,80994.7,0.965938922
394,connectifier,"Connectifier helps recruiters discover, qualify, and connect with exceptional job candidates at roughly twice the rate of other solutions.","Career Planning, Enterprise Software, Machine Learning, Recruiting, SaaS, Search Engine",2.9,9,56.3,0.215084125
395,fundersclub,FundersClub is an online venture capital firm.,"Finance, Financial Services, Funding Platform",3.9,10,117.2,0.5130461620000001
396,thinkful,Thinkful provides 1-on-1 learning with industry experts to bring high growth tech careers to ambitious people everywhere.,"E-Learning, EdTech, Education, Web Development",4.5,10,34.7,0.224061324
397,syncbak,"Syncbak, a media technology company the develops products and services for television broadcasters and content programmers.","Broadcasting, Internet, Software, Video Streaming",10.7,10,255.8,0.208384861
398,plutora,Plutora enables enterprises to deliver software faster and at higher quality,"Enterprise Software, SaaS, Software",12.0,10,657.0,0.401123783
399,neighborly,"Neighborly modernizes access to public finance, the multi-trillion dollar market that funds vital public projects.","Finance, FinTech, GovTech, Impact Investing, Software",3.0,10,48.9,0.134061835
400,babylist,"Babylist is an online universal baby registry that enables parents discover, request and buy products for newborns.","Baby, E-Commerce, Internet, Marketplace, Parenting",19.2,2,18.4,0.685255198
401,agsquared,Enterprise platform for global agriculture,"Agriculture, AgTech, Enterprise Software, SaaS, Software",1.0,10,124.6,0.562619644
402,meldium,The easiest way for companies to connect their empoyees to the apps they need.,"Enterprise Software, Internet, IT Management",3.2,7,134.4,0.378942788
403,storefront,Storefront is the world's leading online marketplace for renting short term retail space.,"Commercial Real Estate, Fashion, Real Estate, Retail",18.2,6,25.8,0.221050418
404,fit3d,Fit By Design,"3D Technology, Big Data, Computer Vision, Data Visualization, E-Commerce, Fashion, Fitness, Health Care, Machine Learning, Wellness",4.3,8,39.0,0.407245233
405,tubularlabs,Tubular Labs is the global leader in video intelligence for the cross-platform world.,"Analytics, Enterprise Software, Social Media Marketing, Video",10.7,8,130.4,0.208738332
406,sefaira,Sefaira is the leader in software for high-performance building design,"Cloud Computing, SaaS, Software",11.9,10,116.1,0.20800403
407,passportparking,Passport transforms the way cities manage their operations by reducing operational complexity and delivering intelligent data.,"Enterprise Software, Government, GovTech, Mobile Payments, Public Transportation, SaaS",9.4,10,61.1,0.232183563
408,urbanremedy,Urban Remedy is a plant-based organic food company that makes eating ultra-fresh and clean easier,"E-Commerce, Food and Beverage, Organic Food, Retail, Wholesale",25.0,6,374.5,0.500480605
409,procuredhealth,"Visit Lumere.com to start building your organization__ path to enlightened healthcare.
","Health Care, Medical Device, Pharmaceutical, SaaS, Supply Chain Management",13.5,10,1541.4,0.424982485
410,tradesy,"Tradesy is marketplace where millions of women come to buy and sell clothing, bags and accessories.","E-Commerce, Fashion, Internet, Retail",25.0,9,834.1,0.271607237
411,pathbrite,Pathbrite enables educators to foster deep learning and boost student success by using Digital Portfolios.,"EdTech, Education, Web Development",3.3,10,85.9,0.211566635
412,aciworldwide,,,1000.0,10,7713.5,0.700266415
413,ocoos,"Next-Generation Websites: Create a site, manage your operations, and sell online easily with the Ocoos Integrated Platform.","Analytics, CRM, E-Commerce, Local, SaaS, Small and Medium Businesses, Web Development",9.8,9,5422.6,0.319825707
414,zumper,Zumper makes renting an apartment as easy as booking a hotel,"B2B, Consumer, Marketplace, Mobile, Real Estate, Rental",55.0,10,353.8,0.624636787
415,curalate,Curalate optimizes digital commerce for discovery.,"Analytics, Internet, Marketing, Social Media",3.9,10,43.2,0.122481567
416,tealet,"E-Commerce, Parenting, Subscription Service, Tea, Video",,3.6,1,75.0,0.912592506
417,liquidcoolsolutions,LiquidCool Solutions provides a patented total liquid submersion technology that introduces an eco-friendly di-electric liquid.,"Industrial Engineering, Information Technology, Manufacturing, Mechanical Engineering",10.0,8,63.4,0.240777598
418,spreeify,Performance based social advertising,"Advertising, E-Commerce, Social Media, Social Media Advertising",1.0,8,57.7,0.25352853
419,handybook,"Handy, formerly Handybook, is an app through which users can book cleaners, plumbers, handymen, and other household service providers.","Apps, Home Renovation, Software",5.0,9,180.1,0.244863348
420,appio,App.io streams your mobile apps from the cloud to any device.,"Android, Customer Service, Enterprise Software, Internet, Mobile, SaaS",1.0,1,1.0,0.5
421,mobileroadie,"Mobile Roadie, a SaaS-based mobile app marketing platform, allows users to_manage their own iPhone, Android, iPad apps, and mobile websites.","Android, App Marketing, Apps, Internet, iOS, Mobile",1.1,9,64.1,0.178287631
422,musicdealers,Music Dealers_is a music licensing platform providing pre-cleared music and custom song creation for content creators.,"Advertising, Brand Marketing, Digital Media, Music",8.5,10,434.9,0.564275949
423,virool,Virool is a programmatic video marketing platform.,"Advertising, Advertising Platforms, Video",18.5,9,324.1,0.34354923600000004
424,fancred,Fancred is an app that helps fans capture their favorite sports moments.,"Apps, Internet, Mobile, Social Media, Sports",3.0,7,62508.0,0.801875993
425,swingbyswing,SwingU is a golf technology and media company.,"Golf, Mobile, Mobile Apps, Sports",8.0,9,7981.0,0.979827835
426,muzzley,"Muzzley is a single intelligent entry point for connected devices, and a complete SaaS and PaaS solution for consumer IoT.","Information Technology, Internet of Things, Machine Learning, SaaS, Software",3.8,8,1338.6,0.416596845
427,verbalizeit,"VerbalizeIt delivers web, mobile, document and video language translation solutions to empower businesses to go global.","Crowdsourcing, Developer APIs, Finance, FinTech, Language Learning, Messaging, Mobile, Travel",1.7,9,63.7,0.218678608
428,stackify,Stackify is a developer-friendly solution that fully integrates application performance management with error and log management.,"Cloud Computing, Developer Tools, Enterprise Software, Information Technology, SaaS, Software",1.0,10,766.7,0.386875524
429,realscout,"RealScout is an online search engine for local home listings, allowing users to personalize search criteria.","Real Estate, Search Engine, Software",5.0,10,398.6,0.510125882
430,dropship,"DS Co. offers DropShip Commerce_, a scalable online platform for integrating and managing drop ship partners, inventory, data and orders.","E-Commerce, Enterprise Software, SaaS, Software, Supply Chain Management",12.3,10,170.1,0.45792512
431,vhx,VHX is a video distribution platform built for everyone. We empower creators to sell their work from their own websites.,"File Sharing, Internet, Video, Video Streaming",3.6,10,995.7,0.746104735
432,jetaport,Skipper books hotel rooms for groups,"Hotel, Travel, Travel Accommodations",2.4,6,114.8,0.34833493200000004
433,klaviyo,Personalized Marketing for Ecommerce and the Web,"Advertising, E-Commerce, Marketing, Shopping, Software",9.4,9,600.7,0.678072103
434,manicube,The mission of Manicube is to make the lives of working women easier. We are revolutionizing the personal care services industries by,"Consulting, Consumer Goods, Service Industry",11.5,9,66.7,0.231071121
435,ouya,OUYA develops and delivers open video game consoles for televisions.,"Consumer Electronics, Digital Media, Video Games",4.4,7,10775.8,0.8640415379999999
436,cardiio,"Cardiio develops intelligent algorithms for the monitoring of wellness, fitness, and chronic diseases using sensors.","Apps, Health Care, mHealth",2.0,10,57.7,0.167990773
437,flite,Flite builds innovative technology to power creativity.,"Advertising, Advertising Platforms, Brand Marketing, Developer Tools, File Sharing, Mobile Advertising",3.8,10,327.3,0.460956605
438,pharmajet,"PharmaJet's devices provide for fixed dose needle-free jet injection for all three tissue depths (IM, SC, & ID).","Biotechnology, Health Care, Medical Device",12.0,7,27.7,0.29583338800000003
439,vine,Vine is an online platform that enables users to create short looping video clips for friends and family.,"E-Commerce, Mobile, Social Media, Video",1.0,9,3759.8,0.742154566
440,medisafeproject,Medisafe® is the leading Personalized Medication Management Platform helping patients stay on top of all their medications.,"Cloud Computing, Health Care, Information Technology, Mobile, Software",12.4,9,41.2,0.173732209
441,viralgains,ViralGains is a video ad journey platform that helps marketers create authentic connections with consumers and drive business outcomes.,"Advertising, Advertising Platforms, Enterprise Software, Mobile, Video",7.8,10,489.1,0.285689867
442,kinnek,Kinnek is a single platform for small businesses that makes discovering and transacting with suppliers easier than ever before.,"Advertising, B2B, Procurement, Small and Medium Businesses",1.0,6,68.7,0.406579669
443,bluebox,"Bluebox offers software that secures company data as it interacts with employee mobile devices, apps and services.","Apps, Cloud Security, Information Technology, Mobile, Mobile Devices, Security, Software",2.0,8,83.9,0.201433115
444,qualtrics,"Qualtrics is a single system of record for all experience data, managing customer, product, employee, and brand experiences on one platform.","Consumer, Market Research, SaaS",538.9,10,640.8,0.244677036
445,speek,"Speek enables conference calling by using a unique web link instead of dial-ins, PINs or downloads.","Mobile, Software",1.0,8,2681.8,0.350924346
446,housetab,Mobile payments with a social twist.,"Hospitality, Mobile, Mobile Payments, Social Media",1.4,10,242.8,0.672873993
447,helpshift,"Helpshift is a conversational customer service platform that leverages AI, bots, and messaging-based communication.","CRM, Customer Service, Internet, Mobile, SaaS",5.0,10,73.2,0.15835796800000002
448,appsheet,AppSheet is the intelligent no-code platform for business apps,"Cloud Computing, Developer Tools, Mobile Apps",1.0,10,145.9,0.461773746
449,catercow,Discover & order unique food for your group.,"Food and Beverage, Hospitality, Internet",2.7,10,1508.4,0.748802367
450,plumanalytics,Plum Analytics is a company that helps research projects and enterprises interpret and understand their data.,"Education, Software",4.1,10,2458.7,0.952932483
451,salemove,"Glia transforms how companies connect with their customers using Messaging, Video, Voice, CoBrowsing, and AI.","Analytics, SaaS, Software",1.0,10,284.2,0.309160967
452,minewhat,MineWhat is an ecommerce platform that is personalizable with merchandise intelligence and sales automation.,"Analytics, E-Commerce, Retail Technology",1.0,9,585.9,0.7112232470000001
453,skygiraffe,"SkyGiraffe is an enterprise mobility platform that mobilizes back-end data, enabling employees to manage business processes on any device.","Android, CRM, iOS, Mobile, SaaS",2.3,10,65.3,0.126889911
454,appurify,Appurify enables mobile test automation on real devices for mobile teams to build better apps.,"Android, Apps, iOS, Mobile, Test and Measurement",4.4,10,720.3,0.434166996
455,exolabs,EXO Labs is a company that creates innovative products that add functionality to mobile devices.,"Education, Hardware, iOS, Software",1.0,6,12.8,0.262695313
456,retentionscience,"Retention Science, the global leader in Retention Marketing, is the best way to target, engage and retain your customers.","CRM, Marketing Automation, Predictive Analytics",9.5,10,58.1,0.137969137
457,brewbit,"BrewBit is a system of integrate with mobile and online services to track, analyze and provide customized feedback for brewing needs.","Hardware, Software",2.5,8,109.4,0.192001243
458,mydrugcosts,myDrugCosts is a software platform that helps self-insured companies and their employees reduce their prescription drug costs and more.,"Enterprise Software, mHealth",14.8,8,111.8,0.17207446199999998
459,gnubio,GnuBIO is a developer of scalable DNA sequencing technology for the diagnostic and applied markets.,"Biotechnology, Genetics, Health Care, Medical Device",5.5,10,24591.8,0.984482496
460,kahuna,Kahuna helps the world's leading digital marketplace brands deliver highly personalized experiences to every buyer and seller,"Analytics, Classifieds, E-Commerce, Marketing Automation, Marketplace, Mobile, Software",6.4,10,121.3,0.264499932
461,contrailsystems,Contrail Systems is a startup focused on software-defined networking (SDN) by developing an open-source network virtualization platform.,"Computer, Professional Networking, Software",1.0,10,1329.8,0.691819945
462,naturebox,NatureBox is an online delivery service that home-delivers all-natural snack foods to their consumers on a monthly basis.,"E-Commerce, Food and Beverage, Internet, Retail",50.0,9,240.8,0.269871124
463,reviewtrackers,ReviewTrackers is online review management software that provides tools for business reviews.,"Enterprise Software, Reputation",2.0,10,557.8,0.343828859
464,yushino,Yushino offers a social crossword game using numbers for iOS devices.,"Gaming, iOS, Social",1.0,1,34.4,0.94509879
465,spindle,Spindle is a geo-restricted mobile app that provides information and updates on public events and places shared in Facebook and Twitter.,"Events, Location Based Services, Mobile",1.0,10,153.5,0.163303165
466,opbandit,Content optimization for publishers.,"Predictive Analytics, Publishing, Software",1.0,10,191.4,0.172648548
467,clinicast,"CliniCast enables value-based, patient-centered oncology care and helps healthcare organizations improve outcomes.","Analytics, Big Data, Health Care, Software",25.2,6,76.9,0.299351834
468,messageme,MessageMe is a mobile messenger application enabling users to personalize their messages and connect with others.,"Application Performance Management, Messaging, Mobile",1.8,9,1872.6,0.828012933
469,layervault,LayerVault is version control for designers. LayerVault also operates Designer News.,"Enterprise Software, Software",1.0,10,263.4,0.30687020800000003
470,virtualu,Website and twitter are both down.,"E-Commerce, Fashion, Health Care, Mobile",1.9,9,74.1,0.24642448
471,nomiku,Nomiku creates tools that enable everyone to cook the best food possible.,"Hardware, Software",1.0,10,741.3,0.81343864
472,blendlabs,Blend's white-label SaaS platform delivers speed and efficiency to the consumer lending ecosystem.,"Enterprise, Enterprise Software, Financial Services, FinTech, Home Services, SaaS",4.0,9,246.1,0.558921698
473,buildingconnected,Buildingconnected provides builders with cloud-based bid procurement services.,"Analytics, Construction, Database, Software",5.0,10,840.8,0.795715913
474,myvr,"MyVR is a cloud-based, multi-channel management platform for vacation rental businesses.","Rental, Software, Vacation Rental",1.3,10,3378.4,0.70891001
475,hansenmedical,Hansen Medical designs and manufactures medical robotics for the accurate positioning and control of catheter-based technologies.,"Health Care, Medical, Medical Device",15.0,8,10191.1,0.643462764
476,pulseio,Pulse.io provides a mobile app performance service that helps developers identify issues slowing down their production apps.,"Apps, Mobile",1.0,10,495.9,0.809845858
477,archivesocial,ArchiveSocial is a social media archiving solution for business compliance and legal protection activities in enterprises.,"Enterprise Software, GovTech, Social Media",1.2,10,1948.4,0.402045743
478,educlipper,"eduClipper is a social web resource that enables educators and students to collect, share, organize, and discuss educational content.","Education, Knowledge Management, Social",10.8,10,78.4,0.236776343
479,markerly,Markerly is a technology company specializing in influencer identification and tracking.,"Advertising, Enterprise Software",1.0,10,65.3,0.16414522199999998
480,carelinx,"CareLinx, a nationwide, tech-enabled caregiver marketplace.","Elder Care, Elderly, Health Care, Internet",1.0,8,232027.8,0.999760393
481,liveexercise,LiveExercise provides video-based home workout programs for individuals to look and feel better.,"Fitness, Health Care, Social Media",1.0,1,38.2,0.950281133
482,nearpod,Nearpod is a mobile app that enables teachers to create and share interactive multimedia presentations with their students.,"Education, Mobile Apps, Skill Assessment, Virtual Reality",5.6,9,289.0,0.310958442
483,crowdstrike,CrowdStrike is a cybersecurity technology firm pioneering cloud delivered next-generation endpoint protection and services.,"Cyber Security, Machine Learning, Network Security, SaaS, Security",64.1,10,1496.4,0.346375469
484,divshot,Divshot is an HTML5 web hosting platform tailored for performance and developer productivity.,"Internet, Software, Twitter, Web Hosting",4.4,7,107.2,0.284779461
485,locomobi,"LocoMobi is reinventing parking technology. LocoMobi is the only provider of unified physical, mobile and cloud-based parking technology.","Cloud Data Services, Information Technology, Mobile",8.0,9,36.8,0.13892663
486,premise,"Premise is a data and analytics platform powered by a global network of on-the-ground contributors, data science, and machine learning. ","Analytics, Big Data, Business Intelligence, Data Visualization, Enterprise Software, Information Services",3.0,10,1512.5,0.639912421
487,modulus,Modulus is a scalable platform-as-a-service application for Node.js developers.,"Information Services, Information Technology, Software, Web Hosting",1.0,9,225.1,0.296459582
488,opengov,"OpenGov is a complete cloud solution for public sector budgeting, performance management, and citizen engagement.","Analytics, Data Visualization, Enterprise Software, GovTech, SaaS",3.0,10,1028.1,0.829418645
489,thinkbiganalytics,Think Big Analytics provides data science and engineering services for big data applications.,"Analytics, Big Data, Consulting, Software",10.0,10,1565.2,0.216250291
490,ministryofsupply,"Ministry of Supply is inventing the future of apparel through fabric technology, engineering, and style.","E-Commerce, Fashion, Manufacturing, Retail",6.0,7,423.5,0.313659684
491,chartiq,"ChartIQ builds powerful, lightweight financial applications for capital market institutions, investment banks and retail brokerages.","FinTech, iOS, Software, Stock Exchanges, Web Development",4.0,9,40.8,0.14167627800000002
492,zignallabs,Zignal Labs is a media intelligence software company that helps companies make informed business decisions about their brand.,"Big Data, Business Intelligence, Financial Services, Predictive Analytics, Public Relations, Real Time, Social Media Management",6.0,10,1382.2,0.324914664
493,appmesh,AppMesh is a mobile-only app built for the needs of individual sales reps and other customer-facing professionals.,"Enterprise Software, Mobile",1.8,10,109.6,0.25257572300000003
494,labdoor,"Labdoor is an online marketplace that tests and ranks supplements, providing consumers an easy way to research and buy the best products.","Information Services, Marketplace, Test and Measurement",7.5,9,52.9,0.363652931
495,curioos,The most vibrant marketplace for artist-designed products.,"Art, E-Commerce, Fashion, Marketplace, Printing",6.4,10,239.7,0.701837003
496,apcera,The Apcera cloud platform helps enterprises innovate at speed with full confidence and trust.,"Cloud Computing, Cloud Infrastructure, Cloud Security, Enterprise Software, Software",5.0,10,5184.1,0.7946619709999999
497,ensighten,Ensighten__ Customer Data Platform (CDP) helps global brands orchestrate smarter customer interactions across touch points.,"Advertising, E-Commerce, Enterprise Software, Marketing, SaaS",22.1,10,293.7,0.198122089
498,purefixcycles,"Pure Fix Cycles is their celebration of bicycling for all that it offers: transportation, health, and righteous good times.","Cycling, Lifestyle, Retail, Transportation",6.7,9,4754.1,0.314198933
499,smashsolar,SMASHsolar breaks down barriers to solar for homeowners and contractors. The biggest barriers to solar adoption are cost and complexity.,"Clean Energy, Solar",10.0,9,104.6,0.181161778
500,whisper,"Whisper is an AI powered media company. Each month, over 250 million people across the web consume Whisper content.","Media and Entertainment, Mobile",1.0,4,23.1,0.365866457
501,plangrid,"Simple, powerful construction software that GCs, subs, and owners love to use.","Android, Building Maintenance, Collaboration, Construction, Green Building, iOS, Mobile",16.0,10,205.4,0.41710098
502,boomtrain,"An AI-powered marketing platform that drives relevant interactions with users at every touchpoint, increasing engagement, retention, & LTV","Email Marketing, Mobile, Personalization, Software",4.0,9,1057.7,0.840445225
503,duettoresearch,"Duetto is hospitality's only Revenue Strategy Platform, delivering SaaS applications that help hotels increase conversion and revenue.","Big Data, Business Intelligence, Cloud Computing, Hospitality, News, Price Comparison, SaaS, Travel",3.5,10,3334.3,0.865441166
504,smartasset,SmartAsset is a financial technology company that empowers people with automated personalized financial advice.,"Analytics, Finance, FinTech, Personal Finance",20.0,10,559.2,0.7349258390000001
505,trendabl,"Trendabl is a fashion-focused photo-sharing iPhone app that allows users to take fashion-related photos, add filters, and tag them.","Apps, E-Commerce, Fashion, File Sharing, iOS, Lifestyle, Photography",1.0,9,554.1,0.8164504920000001
506,marketron,Marketron is a software company that provides business software solutions and services.,"Business Intelligence, Digital Media, Enterprise Software",10.3,10,777.0,0.298000659
507,triplay,TriPlay is the next generation personal cloud company,"Delivery, Enterprise Software, Messaging",4.4,10,182.4,0.239642847
508,zumigo,"Zumigo is a pioneer of mobile services providing deeper insights into consumer behavior to help secure transactions, devices and identities.","Identity Management, Information Services, Location Based Services",15.6,10,788.3,0.791187298
509,sumall,"SumAll automates operations for independent businesses using the power of data and AI. 
","Analytics, Business Intelligence, E-Commerce",2.7,9,69.9,0.202011457
510,founderdating,FounderDating is a network of entrepreneurs focusing on connecting with professionals and skilled individuals.,"Internet, Social Entrepreneurship, Social Media, Software",1.5,9,57.3,0.20753878
511,coffeemeetsbagel,Coffee Meets Bagel is an online dating site that connects individuals with a 'friend-of-a-friend' match every day.,"Apps, Dating, Mobile",3.0,9,376.3,0.472213644
512,conceptio,"Concept.io develops the application Swell Radio, which provides personalized audio, news and information based on users' interests.","Content Discovery, Machine Learning, Mobile, Personalization",1.0,10,273.1,0.243286293
513,fabkids,JustFab is_a fashion retail and styling platform that provides a personalized e-commerce service.,"E-Commerce, Fashion, Retail",3.0,7,40.2,0.159513378
514,kochindustries,"Koch Industries, Inc. is an American multinational corporation based in Wichita, Kansas with subsidiaries in numerous industries.","Electronics, Energy, Farming, Oil and Gas",115000.0,10,1474300.0,0.16947933699999998
515,swipesense,"We make healthcare safe, efficient and predictable through location-aware applications.","Health Care, Hospital, Real Time",5.0,10,229.9,0.246283868
516,boomset,Boomset provides event software to improve on-site efficiency and bring excitement to events.,"Apps, Event Management, Events, Mobile, RFID, Software",1.0,6,295.2,0.602676014
517,tray,Tray.io provides a cloud-based software integration platform for automators.,"Cloud Computing, Data Integration, Marketing Automation, Sales Automation, Software",1.0,9,169.4,0.384505213
518,sharepractice,Share Practice is a free social medical reference that provides practitioners with the best way to treat every illness.,"Biotechnology, Health Care, Medical, Mobile",1.9,10,67.7,0.15650548
519,mattermark,Mattermark is a data platform for venture capital companies to quantify signals of growing and potentially lucrative start-ups.,"Big Data, Enterprise Software, Venture Capital",1.6,10,2048.9,0.7758579590000001
520,superevilmegacorp,"Super Evil Megacorp is developing core games for tablet, mobile, and emerging platforms.","Gaming, Mobile, PC Games",9.4,10,93.2,0.199662915
521,bettrlife,BettrLife provides mobile tools for nutrition-focused health coaching and personalized engagement.,"Fitness, Health Care, Information Technology",1.0,9,2559.0,0.494669396
522,tackk,"Tackk is a place to connect with friends, be creative and have fun conversations.","Developer Tools, EdTech, Mobile",24.6,1,1.0,0.924926758
523,chubbiesshorts,Chubbies Shorts is an e-commerce company offering radical shorts for men.,"E-Commerce, Fashion, Men's",5.0,7,15071.3,0.668660391
