,state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
456,NY,40.730646,-73.986614,10004,New York,Triples Media,6/1/2010,7/1/2013,3/1/2011,3/1/2011,0.7479,0.7479,3.055353047989626,4.754422568093388,3,2,100000,0,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
457,NY,40.73901,-73.997259,10011,New York,RightsFlow,10/1/2007,Not closed,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,acquired
458,WA,47.617838,-122.356027,98104,Seattle,thePlatform,1/1/2000,Not closed,1/12/2006,1/12/2006,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,acquired
459,CA,34.018275,-118.495025,90401,Santa Monica,Docstoc,8/1/2007,Not closed,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
460,CA,37.7611016,-122.41600079999999,94110,San Francisco,TwtBks,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,3.055353047989626,4.754422568093388,3,1,25000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
461,CA,37.484347,-122.225803,94063,Redwood City,Zenprise,1/1/2003,Not closed,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,acquired
462,CA,40.787878000000006,-74.388207,94402,San Mateo,Picateers,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,closed
463,CA,37.779281,-122.41923600000001,94111,San Francisco,Vontu,1/1/2001,Not closed,3/21/2005,8/11/2006,4.2192,5.611000000000001,5.0027,5.0027,9,2,20000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,1,acquired
464,TX,30.409765000000004,-97.75101,78759,Austin,NextIO,1/1/2003,7/1/2013,1/11/2005,5/17/2012,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,TX,0,0,0,1,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,closed
465,CA,34.154942600000005,-118.65454709999999,91302,Calabasas,Emergent Game Technologies,1/1/2000,Not closed,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,acquired
466,CA,37.775206,-122.41920900000001,94107,San Francisco,threadsy,6/1/2008,Not closed,3/27/2008,12/7/2010,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,acquired
467,NY,40.750519,-73.993494,10001,New York,Sonar.me,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2.0,2.0,1.0274,3.1644,8,1,200000,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,closed
468,OH,39.099909000000004,-84.504243,45202,Cincinnati,StyleZen,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0.0,0.0,0.0,0.0,2,1,20000,1,OH,0,0,0,0,1,fashion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
469,MA,42.492256,-71.13454899999999,1864,North Reading,Kiva Systems,1/1/2003,Not closed,1/1/2003,5/24/2006,0.0,3.3945,6.9781,9.2192,13,2,11600000,3,MA,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,1,acquired
470,CA,37.391727,-122.077597,94041,Mountain View,Krillion,5/1/2006,Not closed,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
471,OH,39.099909000000004,-84.504243,45202,Cincinnati,Transactiv,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,OH,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,closed
472,CA,34.054935,-118.244476,90049,Los Angeles,nprogress,2/1/2010,1/1/2012,12/1/2011,12/1/2011,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,closed
473,CA,39.762314,-104.982256,94010,Burlingame,Brightkite,1/1/2007,12/1/2011,8/1/2007,7/6/2009,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,acquired
474,CA,37.7915,-122.40045,94104,San Francisco,Peanut Labs,1/1/2005,Not closed,2/1/2006,2/19/2008,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,acquired
475,MA,42.354023,-71.05809599999999,2110,Boston,FlipKey,1/1/2007,Not closed,12/1/2007,8/20/2008,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,acquired
476,TX,32.997114,-96.676137,75082,Richardson,AppTrigger,1/1/2002,Not closed,12/13/2007,12/13/2007,5.9507,5.9507,3.055353047989626,4.754422568093388,1,1,21500000,0,TX,0,0,0,1,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,acquired
477,UT,40.331052899999996,-111.72763470000001,84042,Lindon,Footnote,6/1/2006,Not closed,6/16/2006,1/1/2008,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,UT,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,acquired
478,CA,34.054935,-118.244476,90064,Los Angeles,NextMedium,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,closed
479,NM,35.084103000000006,-106.650985,87102,Albuquerque,iosil Energy,1/1/2007,3/4/2012,12/24/2009,3/17/2012,2.9808,5.211,3.055353047989626,4.754422568093388,4,2,13875001,0,NM,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,closed
480,NJ,40.347054,-74.064306,7701,Red Bank,Kurani Interactive,1/1/2000,6/1/2013,11/25/2010,11/25/2010,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,NJ,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
481,CA,37.426316,-122.14108200000001,94306,Palo Alto,Kapow Software,1/1/2005,Not closed,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,acquired
482,MA,42.360253,-71.058291,2110,Boston,Locately,7/1/2008,Not closed,8/1/2010,7/7/2012,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,acquired
483,CA,37.520592,-122.25590700000001,94306,Palo Alto,TrustedID,1/1/2005,Not closed,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,acquired
484,PA,40.60157589999999,-75.3611135,18015,Bethlehem,Ciclon Semiconductor Device Corporation,1/1/2004,Not closed,8/2/2005,3/7/2007,1.5863,3.1808,3.055353047989626,4.754422568093388,1,3,24150000,0,PA,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,acquired
485,CA,37.382162,-122.036301,94086,Sunnyvale,Azingo,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2.0,2.0,4,2,80000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,closed
486,CA,37.354469,-121.99043300000001,95051,Santa Clara,Vudu,1/1/2004,Not closed,6/1/2005,4/29/2007,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,acquired
487,MO,38.703764,-90.443832,63043,Saint Louis,"ITOG, Inc.",9/19/2006,4/16/2010,2/11/2008,2/11/2008,1.3973,1.3973,3.055353047989626,4.754422568093388,1,1,205000,0,MO,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
488,CA,37.387845,-122.05519699999999,94089,Sunnyvale,Plaxo,11/17/2002,Not closed,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,acquired
489,CA,37.550954,-122.31539599999999,94303,Palo Alto,Sharetivity,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,closed
490,CA,37.627971,-122.426804,94066,San Bruno,YouTube,2/1/2005,Not closed,11/1/2005,4/1/2006,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1,acquired
491,NY,40.730646,-73.986614,10018,New York City,Hashable,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,closed
492,NY,40.74929,-73.981328,10016,New York,MyNines,8/1/2009,8/5/2011,4/19/2010,4/19/2010,0.7151,0.7151,0.7479,2.011,2,1,500000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1,closed
493,TX,30.387275,-97.759511,78759,Austin,itzbig,6/1/2006,3/24/2010,2/27/2007,2/27/2007,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,TX,0,0,0,1,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,closed
494,NY,40.650104,-73.94958199999999,11201,Brooklyn,Loosecubes,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,closed
495,PA,39.952399,-75.16359,19104,Philadelphia,Avid Radiopharmaceuticals,1/1/2005,Not closed,1/25/2005,5/21/2009,0.0658,4.3863,3.055353047989626,4.754422568093388,15,4,69900000,0,PA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,acquired
496,CA,34.050451,-118.437775,90024,Los Angeles,Contur,9/1/2011,11/1/2012,5/1/2012,5/1/2012,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
497,IN,39.7672093,-86.1580785,46204,Indianapolis,ExactTarget,12/1/2000,Not closed,7/21/2004,10/24/2012,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,IN,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,acquired
498,MA,42.504816999999996,-71.195611,1803,Burlington,Rhythmia Medical,1/1/2004,Not closed,2/6/2007,9/24/2010,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,MA,0,0,1,0,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,acquired
499,CA,37.437328,-122.15992800000001,94303,Palo Alto,MyMiniLife,1/1/2007,Not closed,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,acquired
500,CA,37.538352,-122.29966499999999,94403,San Mateo,Adept Cloud,6/1/2011,Not closed,10/1/2012,11/1/2012,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,acquired
501,CA,37.4484914,-122.1802812,94025,Menlo Park,Factery,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,closed
502,PA,40.364273,-74.951278,18938,New Hope,"MeetMe, Inc.",4/1/2005,Not closed,1/29/2007,7/29/2008,1.8301,3.3288,3.2739999999999996,7.6274,16,2,17100000,4,PA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,acquired
503,CO,39.6478,-104.9875,80155,Englewood,WildBlue,1/1/2004,Not closed,9/3/2008,9/3/2008,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,CO,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,acquired
504,CA,34.054935,-118.244476,90039,Los Angeles,HeadCase Humanufacturing,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,3.055353047989626,4.754422568093388,3,1,900000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
505,CA,37.563905,-122.324688,94401,San Mateo,bluepulse,4/10/1990,1/1/2010,4/1/2007,4/1/2007,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,closed
506,NY,40.729839,-73.991781,10003,New York,Mr. Youth,1/1/2002,Not closed,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0,acquired
507,CA,38.232583,-122.63646499999999,94954,Petaluma,Teknovus,1/1/2001,Not closed,1/1/2002,11/16/2009,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,acquired
508,CA,37.486368,-122.230116,94063,Redwood City,Qik,6/1/2006,Not closed,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,acquired
509,CA,34.172903999999996,-118.37403700000002,91601,North Hollywood,EQAL,4/1/2008,Not closed,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1,acquired
510,TX,31.568289299999996,-97.1973664,76710,Waco,IonLogix Systems,12/11/2007,2/2/2011,10/24/2008,10/24/2008,0.8712,0.8712,3.055353047989626,4.754422568093388,1,1,30000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
511,CA,37.386778,-121.966277,95054,Santa Clara,Atrica,1/1/2000,12/13/2007,4/5/2006,4/5/2006,6.263,6.263,6.0055,6.0055,10,1,22200000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,closed
512,CO,40.0186731,-105.27622360000001,80302,Boulder,Socialthing,5/18/2007,Not closed,8/1/2007,10/23/2007,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,CO,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,acquired
513,NY,40.743808,-73.983626,10010,New York,Next New Networks,3/1/2007,Not closed,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,acquired
514,CA,34.394343,-119.51231000000001,93013,Carpinteria,AdECN,1/1/2003,Not closed,2/1/2006,2/1/2006,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,acquired
515,CA,37.451124,-122.16626399999998,94025,Menlo Park,Cuil,1/1/2005,9/1/2010,3/1/2007,4/15/2008,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,CA,0,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,closed
516,CA,37.430025,-122.09998,94043,Mountain View,Sensory Networks,1/1/2003,Not closed,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1,acquired
517,CA,37.491356,-122.228843,94025,Menlo Park,Flock,1/1/2005,Not closed,1/1/2005,5/21/2008,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1,acquired
518,CA,37.563584999999996,-122.324621,94043,Mountain View,AdMob,12/1/2006,Not closed,9/1/2006,1/29/2009,-0.2493,2.1644,1.411,6.537000000000001,42,4,46800000,6,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,acquired
519,IL,41.879535,-87.624333,60654,Chicago,FeeFighters,1/1/2009,Not closed,5/1/2010,1/12/2011,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,IL,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,acquired
520,NY,40.730646,-73.986614,10010,New York City,WeHostels,11/15/2011,Not closed,3/18/2012,3/18/2012,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,NY,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,1,acquired
521,CA,37.391642,-122.09393500000002,94040,Mountain View,TimeBridge,5/1/2005,Not closed,7/5/2005,5/11/2009,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,acquired
522,PA,39.959721,-75.605964,19380,West Chester,Lazarus Therapeutics,1/1/2006,2/1/2012,8/2/2010,8/2/2010,4.5863,4.5863,3.055353047989626,4.754422568093388,1,1,100000,0,PA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,closed
523,CA,37.779281,-122.41923600000001,94105,San Francisco,Loyalty Lab,1/1/2003,Not closed,3/22/2005,4/29/2010,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,1,acquired
524,TN,36.16223,-86.774353,37201,Nashville,RentStuff.com,1/1/2010,Not closed,5/5/2011,4/12/2012,1.3397,2.2795,1.0,1.0,3,2,675000,1,TN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,acquired
525,CA,37.372524299999995,-122.035963,94086,Sunnyvale,ZManda,1/1/2005,Not closed,1/1/2005,5/22/2007,0.0,2.3863,3.055353047989626,4.754422568093388,5,2,13000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,acquired
526,NY,40.728425,-73.999882,10012,New York,Jumo,2/1/2010,Not closed,11/1/2010,11/1/2010,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,acquired
527,MA,42.49173,-71.28179499999999,1730,Bedford,Sionex,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0.0,0.0,2,1,12000000,1,MA,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,closed
528,CA,37.524421999999994,-122.265869,94002,Belmont,sezmi,1/1/2007,Not closed,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,acquired
529,TN,36.139959999999995,-86.796377,37212,Nashville,StudioNow,1/1/2007,Not closed,6/15/2007,1/29/2013,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,TN,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,acquired
530,CA,37.79402,-122.40312420000001,94111,San Francisco,PicApp,1/1/2008,Not closed,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
531,WA,47.184901,-122.29214099999999,98371,Puyallup,Million Dollar Earth,3/1/2011,10/1/2012,3/7/2011,3/7/2011,0.0164,0.0164,0.0,0.0,1,1,30000,1,WA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
532,CA,37.538352,-122.29966499999999,94403,San Mateo,Composite Software,1/1/2002,Not closed,1/1/2002,10/24/2012,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,acquired
533,CA,37.7710177,-122.4025976,94110,San Francisco,Terracotta,1/1/2003,Not closed,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,1,acquired
534,MA,42.493446999999996,-71.514104,1719,Boxborough,FireStar Software,1/1/2001,4/29/2010,1/3/2006,1/3/2006,5.0082,5.0082,3.055353047989626,4.754422568093388,2,1,980000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,closed
535,CA,37.390956,-122.032795,94085,Sunnyvale,Aquest Systems,1/1/2004,11/10/2010,2/26/2007,2/26/2007,3.1562,3.1562,3.055353047989626,4.754422568093388,0,1,20000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,closed
536,WA,47.603327,-122.33498300000001,98104,Seattle,Faves,12/1/2004,12/31/2011,1/1/2004,1/1/2004,-0.9178,-0.9178,3.055353047989626,4.754422568093388,4,1,1500000,0,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,closed
537,CA,34.031328,-118.47146299999999,90404,Santa Monica,Generate,1/1/2004,Not closed,3/4/2008,7/14/2009,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1,acquired
538,CA,37.453687,-122.228595,94401,San Mateo,Attributor,10/1/2005,Not closed,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1,acquired
539,CA,37.552262,-122.292146,94403,San Mateo,Greenplum Software,6/1/2003,Not closed,3/1/2006,1/1/2008,2.7507,4.5889999999999995,7.9205,9.211,21,4,61000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,acquired
540,CA,37.396312,-121.961396,95054,Santa Clara,PlaySpan,5/1/2006,Not closed,9/1/2007,8/19/2010,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1,acquired
541,MD,38.963491999999995,-77.091025,20815,Chevy Chase,JackBe,1/1/2002,Not closed,1/10/2006,4/8/2010,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,MD,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1,acquired
542,CA,37.496904,-122.33305700000001,94404,San Mateo,D2C Games,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
543,CA,37.557637,-122.28571399999998,94304,Palo Alto,Zimbra,1/1/2003,Not closed,4/1/2006,4/1/2006,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,1,acquired
544,WA,47.582780299999996,-122.1548103,98005,Bellevue,Smith & Tinker,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,2.6493,1.0,1.0,1,1,29000000,1,WA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,1,closed
545,CA,37.390233,-122.03374099999999,94085,Sunnyvale,Mu Dynamics,1/1/2005,Not closed,1/1/2005,5/19/2008,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,acquired
546,CA,34.1411985,-118.7040908,91302,Calabasas,Fulcrum Microsystems,1/1/2000,Not closed,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,1,acquired
547,CA,41.78942,-87.596232,94105,San Francisco,ReTel Technologies,10/1/2007,Not closed,8/6/2009,12/2/2009,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,1,acquired
