company_name,city,state,employees,founded,Industry,CityRanking,estimated_revenues,job_openings,growth_percentage
Zuci Systems,Chennai,TN,102,2016.0,4,2544,14790000.0,1,50%
MARQ Labs,Alexandria,TN,47,2009.0,57,2565,0.0,1,68%
First Care Clinics,Nashville,TN,141,2014.0,8,41,38070000.0,42,22%
Nashville Realty Group,Franklin,TN,60,2014.0,11,42,4800000.0,6,40%
Magic Ears Official,Nashville,TN,483,2016.0,67,43,79695000.0,1,50%
IMC Companies,Memphis,TN,189,,41,2881,61992000.0,1,30%
Fourth Capital,Nashville,TN,51,,32,44,10710000.0,1,59%
TLD Logistics Services,Knoxville,TN,64,1980.0,12,2963,19520000.0,1,42%
Radiation Business Solutions,Joelton,TN,46,2004.0,22,3003,12420000.0,1,44%
Upperline Health,Nashville,TN,49,,8,45,13230000.0,1,58%
August Bioservices,Nashville,TN,62,2017.0,40,46,12462000.0,1,41%
SMS Hospitality,Nashville,TN,62,1988.0,51,47,14818000.0,1,41%
Fortified Health Security,Franklin,TN,66,2009.0,21,48,13464000.0,1,40%
Peer Power Foundation,Memphis,TN,66,2004.0,38 ,3085,11880000.0,1,40%
Genera Energy Inc.,Vonore,TN,34,2008.0,14,3119,5270000.0,6,42%
Elmington Property Management,Nashville,TN,45,2012.0,11,49,0.0,14,29%
Signal Energy Constructors,Chattanooga,TN,420,2005.0,17,3219,121800000.0,19,40%
LSO Final Mile,NASHVILLE,TN,85,,12,50,25925000.0,1,37%
MindCare Solutions,Brentwood,TN,42,,8,51,11340000.0,1,35%
The Bakery Cos.,Nashville,TN,77,1996.0,23,52,20790000.0,1,35%
Sovereign Sportsman Solutions,Nashville,TN,55,2010.0,4,53,7975000.0,1,49%
Senior Market Advisors,Nashville,TN,67,2013.0,0,54,14740000.0,1,34%
XOEye Technologies,Nashville,TN,84,2013.0,4,55,12180000.0,1,33%
dinCloud,Clarksville,TN,108,2011.0,4,3812,15660000.0,1,33%
Frontdoor,Memphis,TN,529,,5,3818,132779000.0,1,25%
Central BBQ,Memphis,TN,38,2002.0,52,3820,6650000.0,1,46%
Conexess Group,Nashville,TN,73,,4,56,10585000.0,1,33%
Silicon Ranch Corporation,Nashville,TN,93,2010.0,28,57,19530000.0,1,33%
D1 Training,Franklin,TN,48,2001.0,19,58,12960000.0,1,45%
Memphis School of Excellence,Memphis,TN,48,2010.0,38 ,3921,8640000.0,1,45%
ClarisHealth,Nashville,TN,123,2013.0,2,59,15990000.0,10,26%
Vatica Health,Nashville,TN,174,2012.0,8,60,46980000.0,6,30%
Contessa Health,Nashville,TN,83,,8,61,22410000.0,1,32%
Boston Government Services,Oak Ridge,TN,129,2007.0,25,4014,0.0,1,32%
Eleveo,Franklin,TN,72,1999.0,4,62,10440000.0,1,31%
Southtree,Chattanooga,TN,116,2001.0,5,4156,29116000.0,1,30%
Merry Maids Franchise,Memphis,TN,121,,5,4177,30371000.0,1,30%
One-to-One Health,Chattanooga,TN,77,2013.0,8,4355,20790000.0,1,28%
RSI EnTech,Oak Ridge,TN,88,1996.0,28,4421,18480000.0,8,21%
Uncle Nearest,Shelbyville,TN,46,2016.0,26,4470,0.0,1,39%
"Grinder, Taber, & Grinder",Memphis,TN,70,1968.0,17,4476,20300000.0,1,27%
Alphia,Bern,KS,100,2020.0,23,222,27000000.0,1,133%
Willdan Performance Engineering,Lawrence,KS,44,,15,429,4400000.0,1,7%
C2FO,Leawood,KS,509,2008.0,2,2,66170000.0,13,19%
Spangles Restaurant,Wichita,KS,127,,52,462,22225000.0,1,131%
MSTS,Overland Park,KS,730,1978.0,2,3,94900000.0,1,3%
Archer Integrated Risk Management,Overland Park,KS,245,,21,4,35525000.0,1,22%
RFP360,Leawood,KS,47,2012.0,4,5,6815000.0,1,2%
Resources Investment Advisors - A OneDigital Company,Overland Park,KS,63,1987.0,6,7,13230000.0,1,75%
CivicPlus,Manhattan,KS,344,2001.0,4,1714,49880000.0,5,0%
Torch.AI,Leawood,KS,37,2017.0,4,8,5365000.0,1,19%
U.S. Army School of Advanced Military Studies,Fort Leavenworth,KS,76,1981.0,38 ,10,13680000.0,1,13%
Sovereign Staffing Group,Olathe,KS,75,2012.0,39,11,9000000.0,1,56%
TFI Family Services,Topeka,KS,226,1965.0,29,2251,0.0,1,13%
Menufy,Overland Park,KS,91,2009.0,4,14,13195000.0,1,52%
Synexis Biodefense,Lenexa,KS,95,,14,15,14725000.0,1,48%
USD 261- Haysville Public Schools,Haysville,KS,41,,38 ,2735,7380000.0,1,64%
Recover-Care Healthcare,Shawnee,KS,47,2016.0,8,18,12690000.0,1,62%
Inside Response,Overland Park,KS,138,2011.0,18,19,34500000.0,1,45%
OnPoint - A Koch Engineered Solutions Company,Wichita,KS,102,,4,2921,14790000.0,1,44%
Nuvento,Overland Park,KS,205,2007.0,4,20,29725000.0,29,30%
Western Industries Plastic Products,Winfield,KS,42,1987.0,107,3136,0.0,1,56%
Zillow Home Loans,Overland Park,KS,289,2000.0,6,22,60690000.0,1,40%
DMR,MISSION,KS,212,2010.0,4,23,30740000.0,25,28%
Savion,Lenexa,KS,119,2019.0,28,24,24990000.0,1,38%
Berry Companies,Wichita,KS,88,1957.0,17,3358,25520000.0,1,38%
Farmers Bank of Kansas City,Overland Park,KS,49,1907.0,32,25,10290000.0,1,48%
Go Local Interactive,Overland Park,KS,77,2011.0,18,26,19250000.0,11,22%
Maranatha Christian Academy,Shawnee,KS,288,1974.0,38 ,27,51840000.0,1,35%
Metal Arts,Wichita,KS,61,1971.0,17,3826,17690000.0,1,33%
TruHome Solutions,Lenexa,KS,320,,6,29,67200000.0,1,34%
Value Health,Leawood,KS,123,,8,30,33210000.0,1,31%
Open Road Brands,Wichita,KS,65,2009.0,5,4121,16315000.0,1,30%
The Big BiscuitÂ®,Overland Park,KS,102,2000.0,52,31,17850000.0,1,29%
LSI Staffing,Wichita,KS,195,1986.0,39,4345,23400000.0,1,29%
Bravas,Overland Park,KS,93,2019.0,68,32,22785000.0,1,13%
Moonshot Innovations,Overland Park,KS,53,,4,33,7685000.0,1,39%
Legalfit,Overland Park,KS,45,2015.0,20,37,11250000.0,1,36%
PROtect,Colwich,KS,129,2007.0,28,4880,27090000.0,1,25%
Tria Health,Overland Park,KS,66,2009.0,19,38,17820000.0,1,25%
Irwin Army Community Hospital Careers,Fort Riley,KS,63,2016.0,22,5018,17010000.0,1,24%
Industrial Accessories Company,Mission,KS,144,,15,40,14400000.0,1,24%
Rx Savings Solutions,Overland Park,KS,190,2012.0,19,43,51300000.0,1,23%
ISPN Network Services,Lenexa,KS,94,1994.0,4,44,13630000.0,1,22%
Sunlighten,Overland Park,KS,138,,19,45,37260000.0,1,22%
ReeceNichols South Central Kansas,Wichita,KS,55,2019.0,11,5645,0.0,1,31%
DS Bus Lines,Bonner Springs,KS,57,2011.0,41,5906,18696000.0,1,30%
Union State Bank - Kansas,Arkansas City,KS,36,1908.0,32,5915,7560000.0,1,29%
Army University,Fort Leavenworth,KS,53,2015.0,111,48,0.0,1,29%
Manhattan-Ogden USD383,Manhattan,KS,86,,38 ,5964,15480000.0,1,19%
Western First Aid and Safety,Overland Park,KS,54,1945.0,19,49,14580000.0,1,29%
Taco Tico,Wichita,KS,65,1962.0,52,6147,11375000.0,1,18%
Koch Energy Services,Wichita,KS,65,,73,6149,15925000.0,1,18%
National Healthcareer Association (NHA),Leawood,KS,262,1989.0,8,51,70740000.0,1,19%
Mahaney Group,Wichita,KS,53,1888.0,17,6401,15370000.0,1,26%
EPIC Landscape Productions LC,Olathe,KS,58,1991.0,17,53,16820000.0,1,26%
RTS Financial,Overland Park,KS,497,1995.0,6,55,104370000.0,4,19%
RiseNow,Leawood,KS,50,2010.0,12,56,15250000.0,1,25%
Delta Innovative Services,Kansas City,KS,70,1990.0,17,57,20300000.0,1,15%
Prism Real Estate Services,Overland Park,KS,35,2012.0,11,59,0.0,1,21%
23RD STREET BREWERY,LAWRENCE,KS,35,,52,6915,6125000.0,1,21%
One Source Staffing and Labor,Olathe,KS,41,1998.0,39,60,4920000.0,1,21%
"Morris, Laing, Evans, Brock & Kennedy, Chtd.",Wichita,KS,58,1945.0,54,7028,15660000.0,1,21%
Heritage Christian Academy,Overland Park,KS,59,2010.0,38 ,61,10620000.0,1,20%
"t3 Broadband (a t3 Wireless, Inc. company)",Council Grove,KS,43,2013.0,16,7140,13975000.0,1,19%
Firelake Construction,Lenexa,KS,50,2009.0,17,64,14500000.0,1,19%
Blue Beacon Truck Washes,Salina,KS,706,1973.0,42,7297,232980000.0,1,19%
Creative Planning,Overland Park,KS,730,1983.0,6,66,153300000.0,4,13%
Kansys,Olathe,KS,61,1997.0,4,67,8845000.0,1,5%
Onsite Dealer Solutions,Mission,KS,38,2011.0,42,69,12540000.0,1,9%
Scheuch North America,Lenexa,KS,50,,15,70,5000000.0,1,0%
ProPharma Group,Overland Park,KS,922,2001.0,40,71,185322000.0,16,-1%
Persona,Snoqualmie,WA ,82,2017.0,19,1986,22140000.0,2,61%
Rec Room,Seattle,WA,95,2016.0,4,1,13775000.0,24,73%
Central Plateau Cleanup Company,RICHLAND,WA,180,,28,19,37800000.0,3,374%
Nuheara,Northbridge ,WA ,44,2015.0,68,2406,10780000.0,1,0%
Rad Power Bikes,Seattle,WA,306,2007.0,35,2,69462000.0,92,92%
Highspot,Seattle,WA,595,2012.0,88,3,80040000.0,82,23%
UNIFY Dots,Seattle,WA,220,2018.0,115,4,31900000.0,3,293%
Social27 Inc.,REDMOND,WA,144,2007.0,116,5,20880000.0,7,289%
Fabric,Bellevue,WA,105,2017.0,4,6,15225000.0,32,106%
Ally.io,Seattle,WA,189,2017.0,82,7,27405000.0,57,105%
FLEXE,Seattle,WA,212,,12,8,64660000.0,64,37%
Zenoti,Bellevue,WA,610,2010.0,20,9,70325000.0,14,27%
OctoML,Seattle,WA,46,,4,10,6670000.0,1,109%
98point6,Seattle,WA,298,2015.0,1,11,38135000.0,55,35%
Shelf Engine,Seattle,WA,75,2015.0,4,12,10875000.0,21,168%
Virtudesk,Kirkland,WA,335,2016.0,48,13,57620000.0,1,256%
Twistle,Seattle,WA,68,2011.0,1,14,9860000.0,20,62%
Tasso,Seattle,WA,60,2012.0,7,15,15060000.0,7,161%
Growth Natives,Bellevue ,WA,88,2018.0,117,16,0.0,1,238%
CoreStack,Bellevue,WA,101,2016.0,4,17,14645000.0,11,26%
Pivotal Commware,Kirkland,WA,89,2016.0,16,18,28925000.0,8,19%
Ally,Bellevue,WA,189,2017.0,82,19,27405000.0,13,105%
Coinme,Seattle,WA,50,2014.0,2,20,6500000.0,1,79%
OfferUp,Bellevue,WA,479,2012.0,80,21,69455000.0,36,28%
Pure Watercraft,Seattle,WA,39,2011.0,10,22,6240000.0,1,18%
Seeq Corporation,Seattle,WA,147,2013.0,4,23,21315000.0,1,18%
"Sincro, an Ansira company",Seattle,WA,649,,18,24,162250000.0,1,203%
Qumulo,Seattle,WA,427,2012.0,4,25,61915000.0,5,40%
SeekOut,Bellevue,WA,71,,4,26,10295000.0,1,97%
EagleView India,Bellevue,WA,86,2008.0,4,27,12470000.0,1,169%
Esper,Bellevue,WA,101,2017.0,118,28,14645000.0,1,94%
SoundCommerce,Seattle,WA,35,2018.0,4,29,5075000.0,1,59%
Boundless Immigration,Seattle,WA,88,2017.0,5,30,22088000.0,1,63%
Probably Monsters,Issaquah,WA,199,2016.0,78,31,40795000.0,23,81%
Karat,Seattle,WA,205,2014.0,65,32,29725000.0,10,0%
Silverback Therapeutics,Seattle,WA,68,2016.0,14,33,10540000.0,1,58%
Cloudentity,Seattle,WA,63,1996.0,21,34,12852000.0,1,85%
Builders Capital,Seattle,WA,69,2009.0,6,35,14490000.0,1,28%
FlyHomes,Seattle,WA,238,2015.0,3,36,15520000.0,5,21%
Ventec Life Systems,Bothell,WA,180,2013.0,7,37,45180000.0,4,76%
Auth0,Bellevue,WA,970,2013.0,21,38,197880000.0,1,35%
Core Scientific,Bellevue,WA,100,2017.0,2,39,13000000.0,1,-1%
MacroHealth,Kirkland,WA,68,2017.0,1,40,7975000.0,1,70%
Remitly,Seattle,WA,960,2011.0,2,41,124800000.0,43,24%
Neoleukin Therapeutics,Seattle,WA,78,2019.0,14,42,12090000.0,1,77%
Wyze Labs,Kirkland,WA,160,2017.0,68,43,39200000.0,1,60%
Super Purposes?,Seattle,WA,143,2018.0,47,44,28743000.0,1,131%
NextStep,Seattle,WA,36,2018.0,8,45,9720000.0,1,13%
vCita,Bellevue,WA,151,2010.0,119,46,18125000.0,11,21%
Spiceology,Spokane,WA,55,2013.0,23,513,14850000.0,1,96%
optimize.health,Seattle,WA,40,2015.0,1,47,5800000.0,1,90%
First Mode,Seattle,WA,77,2018.0,99,48,0.0,1,120%
KBC Advisors,Seattle,WA,105,,11,49,0.0,1,119%
University of Washington Finance Association,Seattle ,WA,79,,6,50,16590000.0,1,114%
LifeStance Health,Bellevue,WA,526,2015.0,8,51,142020000.0,1,128%
Banzai,Seattle,WA,67,2015.0,20,52,10005000.0,1,12%
Proprio Vision,Seattle,WA,37,2016.0,1,53,9990000.0,1,76%
Moxi Works,Seattle,WA,122,2010.0,3,54,17690000.0,1,8%
Daiya Healthcare,Bellevue,WA,46,,8,55,12420000.0,1,142%
Porch,Seattle,WA,446,2012.0,4,56,64670000.0,72,1%
Ideoclick,Seattle,WA,145,2008.0,20,57,18270000.0,2,34%
BrickRed Systems,Redmond,WA,111,2009.0,4,58,16095000.0,1,106%
Adaptive Biotechnologies Corp.,Seattle,WA,675,2009.0,14,59,104625000.0,29,37%
Accelalpha,Bellevue,WA,190,,4,60,27550000.0,1,34%
Dolly,Seattle,WA,111,2014.0,5,61,27861000.0,4,31%
Hyperproof,Bellevue,WA,38,2018.0,2,62,5510000.0,1,65%
Modus,Seattle,WA,83,2018.0,3,63,0.0,15,15%
Herbivore Botanicals,Seattle,WA,73,2011.0,35,64,16571000.0,1,28%
Omnidian,Seattle,WA,75,2015.0,28,65,15750000.0,1,27%
Volt Athletics,Seattle,WA,31,2011.0,10,66,4960000.0,1,0%
Taqtile,Seattle,WA,61,2011.0,4,67,8845000.0,1,24%
Mason,Seattle,WA,108,2015.0,4,68,15660000.0,10,17%
Amperity,Seattle,WA,197,2016.0,119,69,24360000.0,10,21%
Affirma Consulting,Bellevue,WA,438,2001.0,4,70,63510000.0,1,19%
Pulumi Corporation,Seattle,WA,47,2017.0,4,71,6815000.0,1,57%
Shape Therapeutics,Seattle,WA,55,2018.0,14,72,8525000.0,1,96%
Direct Interactions,Seattle,WA,114,2005.0,48,73,19608000.0,1,93%
Sana Biotechnology,Seattle,WA,283,2018.0,14,74,43865000.0,1,36%
Qorus Software,Bellevue,WA,76,,4,75,11020000.0,1,21%
Kaskada,Seattle,WA,33,2016.0,4,76,4785000.0,1,50%
LevelTen Energy,Seattle,WA,62,2016.0,28,77,13020000.0,1,19%
DigniFi,Bellevue,WA,92,2012.0,4,78,13340000.0,1,19%
AppViewX,Seattle,WA,340,2008.0,21,79,69360000.0,7,21%
BitTitan,Bellevue,WA,186,2007.0,4,80,26970000.0,1,4%
Lockstep,Seattle,WA,34,2019.0,4,81,4930000.0,1,48%
Studios Quality - Xbox Game Studios,Redmond,WA,63,,77,82,12726000.0,1,85%
DomainTools,Seattle,WA,103,2004.0,4,83,14935000.0,17,0%
GrowFlow,Seattle,WA,58,2016.0,4,84,8410000.0,1,115%
Humio,London,WA,93,2016.0,4,1214,13485000.0,2,12%
AMAZONFRESH,Bellevue,WA,66,2017.0,107,85,0.0,1,83%
Crystal Creek Logistics,Ferndale,WA,49,2008.0,12,1246,14945000.0,1,69%
DefinedCrowd,Seattle,WA,407,2015.0,92,86,57275000.0,37,12%
Headset,Seattle,WA,70,2015.0,87,87,18900000.0,1,11%
Unearth Technologies,Seattle,WA,41,2016.0,4,88,5945000.0,1,37%
Algorithmia,Seattle,WA,70,2013.0,92,89,8990000.0,4,3%
Shujinko,Seattle,WA,32,2018.0,21,90,6528000.0,1,33%
PAPE MACHINERY,WENATCHEE,WA,226,,46,1380,79778000.0,1,8%
White Rabbit Group,Seattle,WA,64,2016.0,4,91,9280000.0,1,78%
Polyarc,Seattle,WA,37,2015.0,78,92,7585000.0,1,32%
Magnolia Medical Technologies,Seattle,WA,72,2006.0,7,93,18072000.0,2,3%
EndoGastric Solutions,Redmond,WA,76,2003.0,7,94,19076000.0,1,4%
Treehouse for Kids,Seattle,WA,280,,38 ,95,50400000.0,1,4%
Global Automotive Systems,Auburn Hills,MI,72,1946.0,42,1,23760000.0,6,279%
Bloomscape,Detroit,MI,70,2017.0,5,2,17570000.0,14,84%
Aggregate Intelligence,Detroit,MI,210,2015.0,24,3,42420000.0,2,244%
Workit Health,Ann Arbor,MI,109,2014.0,1,4,29430000.0,29,106%
Common Citizen,Detroit,MI,37,2018.0,5,5,9287000.0,4,106%
Helix Diagnostics,Waterford Township,MI,64,2015.0,8,190,17280000.0,1,191%
C3 Industries,Ann Arbor,MI,75,,87,6,20250000.0,1,34%
Integrity Assessment Group (IAG),Clare,MI,56,2001.0,73,228,13720000.0,1,229%
StockX,Detroit,MI,921,2016.0,5,7,231171000.0,90,27%
The Shyft Group,Novi,MI,633,,42,8,208890000.0,1,13%
OneStream Software,Rochester,MI,776,2010.0,4,9,112520000.0,78,47%
May Mobility,Ann Arbor,MI,159,2017.0,42,10,52470000.0,35,46%
Algo,Troy,MI,106,2016.0,4,11,15370000.0,10,54%
Boyne Resorts,Petoskey,MI,324,,45,451,82296000.0,1,8%
Gage Cannabis USA,Detroit,MI,112,,40,12,22512000.0,1,124%
Green Peak Innovations,Dimondale,MI,107,2016.0,87,561,28890000.0,3,49%
KochaSoft,Novi,MI,73,2018.0,4,13,10585000.0,1,115%
Acrisure,Caledonia,MI,766,2006.0,2,657,168520000.0,106,20%
Gardner White Furniture Company,Auburn Hills,MI,297,,13,14,85239000.0,1,39%
City Shield Security Services,Detroit,MI,38,,89,15,6612000.0,1,138%
Cash For My Home Now,Royal Oak,MI,100,2011.0,11,16,0.0,2,100%
Kent County Health Department,Grand Rapids,MI,81,,28,872,17010000.0,1,29%
Kelly Education,Troy,MI,232,,38 ,17,41760000.0,1,100%
Forum Health,Flint,MI,39,2019.0,22,981,10530000.0,1,26%
Autobooks,Detroit,MI,72,2015.0,2,18,9360000.0,1,20%
Transcenda,Birmingham,MI,48,2019.0,4,19,6960000.0,1,118%
Beyond Juicery + Eatery,Birmingham,MI,92,2005.0,23,20,24840000.0,1,84%
"Novara Tesija & Catenacci,",Southfield,MI,121,,54,21,32670000.0,1,83%
Lakeside Software,Bloomfield Hills,MI,212,1997.0,4,22,30740000.0,3,11%
Keller Williams Realty Atlanta Partners Sugarloaf,Duluth,MI,40,,11,23,0.0,1,38%
Infusion Associates,Grand Rapids,MI,48,2004.0,8,1304,12960000.0,1,37%
AaDya (A-Day-A) Security,Detroit,MI,31,2019.0,4,24,4495000.0,1,35%
Michigan Business Group,Ann Arbor,MI,80,2008.0,38 ,25,14400000.0,1,78%
New Image Building Services Inc.,Troy,MI,34,1988.0,51,26,8126000.0,1,100%
AutoPets,Auburn Hills,MI,75,1999.0,5,27,18825000.0,1,74%
ShoreWise Consulting,Sylvan Lake,MI,163,2006.0,4,28,23635000.0,17,63%
Lume Cannabis Co.,Troy,MI,96,,5,29,24096000.0,1,71%
BrainGu,Grand Rapids,MI,43,2012.0,21,1653,8772000.0,1,95%
EPIC Health - Exclusive Physicians | Integrated & Comprehensive,Ferndale,MI,39,2001.0,19,1661,10530000.0,1,95%
FutureSoftIT,Farmington Hills,MI,31,2017.0,4,30,4495000.0,1,94%
University of Michigan Solar Car Team,Ann Arbor ,MI,101,1989.0,42,31,33330000.0,1,68%
WorkForce Software,Livonia,MI,661,1999.0,4,32,95845000.0,20,8%
Brookstone Realtors,Clarkston,MI,74,2017.0,11,1892,0.0,1,64%
HistoSonics,Ann Arbor,MI,59,2009.0,7,33,14809000.0,1,16%
Total Life Changes,Ira Township,MI,157,,19,1957,42390000.0,1,64%
West Michigan Works!,Grand Rapids,MI,90,,50,1963,0.0,1,20%
Trevco,Madison Heights,MI,127,1989.0,61,34,28956000.0,1,63%
Mission Veterinary Partners,Novi,MI,191,2017.0,36,35,0.0,3,62%
Blue Wheel Media,Birmingham,MI,77,2011.0,18,36,19250000.0,1,60%
Automotive News,Detroit,MI,818,1925.0,42,37,269940000.0,1,94%
Kendrick Plastics,Grand Rapids,MI,88,,42,2061,29040000.0,1,60%
Advanced Battery Concepts,Clare,MI,38,2008.0,28,2092,7980000.0,1,9%
Movement Search & Delivery,Clarkston,MI,89,2009.0,39,2095,10680000.0,1,59%
Seven Generations Architecture and Engineering,Kalamazoo,MI,52,2012.0,120,2121,16796000.0,1,79%
Censys,Ann Arbor,MI,69,,21,38,14076000.0,1,57%
VOIPOFFICE,Troy,MI,48,2007.0,16,39,15600000.0,1,78%
Oxford Recovery Center,Brighton,MI,64,2008.0,8,40,17280000.0,1,56%
Guardhat Inc.,Detroit,MI,46,2014.0,37,41,16238000.0,1,5%
"Pi Sigma Epsilon, University of Michigan",Ann Arbor,MI,72,,18,42,18000000.0,1,53%
Mission Point Healthcare Services,Bingham Farms ,MI,90,2010.0,8,2393,24300000.0,1,53%
Amvotech Solutions,Farmington Hills,MI,81,,4,43,11745000.0,2,50%
Tommy's ExpressÂ® Car Wash,Holland,MI,118,2013.0,5,2462,29618000.0,1,23%
SSE GLOBAL TECHNOLOGIES,Southgate ,MI,30,,4,2571,4350000.0,1,67%
QCI Healthcare,Grand Rapids,MI,104,1997.0,8,2632,28080000.0,1,49%
American Battery Solutions Inc.,Detroit,MI,80,2018.0,42,44,26400000.0,1,48%
Hall Financial,Troy,MI,68,2016.0,6,45,14280000.0,1,48%
Michigan Aeronautical Science Association (MASA),Ann Arbor,MI,62,2003.0,70,46,19096000.0,1,48%
e-Zest,Detroit,MI,833,2000.0,4,47,0.0,1,5%
Laurus Home Care,Brighton,MI,43,,8,48,11610000.0,1,65%
Mobex Global,Southfield,MI,103,,42,49,33990000.0,1,47%
Michigan Investment Group,Ann Arbor,MI,76,2015.0,32,50,15960000.0,1,46%
Wisely,Ann Arbor,MI,49,2013.0,23,51,13230000.0,1,63%
Koppert Biological Systems US,Howell,MI,64,1995.0,53,2794,0.0,1,45%
EOTECH,Ann Arbor,MI,93,1995.0,35,52,21111000.0,1,45%
VESTA Modular,Southfield,MI,54,2014.0,17,53,15660000.0,1,46%
Michigan Real Estate Club,Ann Arbor,MI,30,,11,54,0.0,1,58%
Rocket Homes Real Estate,Detroit,MI,195,,11,55,0.0,1,42%
Captain Jay's,Detroit,MI,99,2003.0,23,56,26730000.0,1,41%
123Net,Southfield,MI,203,1995.0,16,57,65975000.0,1,41%
MetroEHS Pediatric Therapy,Plymouth,MI,95,2001.0,8,58,25650000.0,1,40%
Campspot,Grand Rapids,MI,64,2015.0,4,3183,9280000.0,1,39%
Uncle Ray's Potato Chips and Snacks,Detroit,MI,48,1996.0,23,59,12960000.0,1,55%
NxGen MDx,Grand Rapids,MI,108,,8,3285,29160000.0,1,38%
Washtenaw County Health Department,Ypsilanti,MI,62,,19,3290,16740000.0,1,38%
BB&E Consulting Engineers and Professionals,Northville,MI,187,2002.0,15,60,18700000.0,18,30%
Angstrom Automotive Group,Taylor,MI,40,2003.0,42,3338,13200000.0,1,38%
SunMed,Grand Rapids,MI,149,1981.0,7,3354,37399000.0,1,38%
"Hooker DeJong, Inc. (HDJ) Architects, Engineers, Planners",Grand Rapids,MI,70,1936.0,120,3356,22610000.0,1,37%
Early Autism Services,Troy,MI,221,2013.0,8,61,59670000.0,1,38%
High Life Farms,Chesaning,MI,41,,5,3380,10291000.0,1,52%
JSJ corporation,Grand Haven,MI,205,1919.0,109,3415,0.0,1,38%
LoanCraft,Troy,MI,57,2003.0,6,62,11970000.0,2,50%
University of Michigan Undergraduate Research Opportunity Program,Ann Arbor,MI,235,1988.0,49,63,23970000.0,1,36%
Chippewa Valley Schools,Clinton Township,MI,90,1959.0,38 ,3705,16200000.0,1,34%
Harvest Sherwood Food Distributors,Detroit,MI,208,,23,64,56160000.0,1,34%
"SWAT Environmental - Soil, Water, and Air Technologies",Lansing,MI,75,1988.0,28,3763,15750000.0,1,19%
Inspired Closets,Holland,MI,47,1980.0,5,3800,11797000.0,1,47%
Betten Baker Automotive Group,Muskegon,MI,38,1973.0,42,3822,12540000.0,1,46%
University of Michigan - Center for Academic Innovation,Ann Arbor,MI,69,,38 ,65,12420000.0,1,33%
"EOS Worldwide,",Livonia,MI,66,,79,66,10890000.0,1,32%
WIN: Women in Innovation, New York,NY ,88,2016.0,50,2164,0.0,1,57%
BlockFi,New York,NY,505,2017.0,2,1,65650000.0,100,410%
Avocado Green Brands,Hoboken,NY ,120,2016.0,5,731,30120000.0,1,35%
Wanted,New York,NY,276,2019.0,65,2,17286000.0,10,646%
Kindbody,New York,NY,125,2018.0,1,3,15930000.0,38,205%
Vault Health,New York,NY,291,2018.0,1,4,34830000.0,54,494%
BigID,New York,NY,286,2016.0,21,5,58344000.0,48,51%
LetsGetChecked,New York,NY,385,2014.0,1,6,65610000.0,45,183%
Public.com,New York,NY,102,2017.0,2,7,13260000.0,21,183%
H1,New York,NY,168,2017.0,1,8,10295000.0,37,223%
Fireblocks,New York,NY,70,2018.0,2,9,9100000.0,10,150%
Attentive,New York,NY,748,2016.0,20,10,127250000.0,49,160%
Paige,New York,NY,80,2018.0,1,11,9860000.0,24,95%
Helbiz,New York,NY,122,2016.0,41,12,40016000.0,37,69%
Lunchbox,New York,NY,89,2019.0,4,13,12905000.0,27,324%
NYDIG,New York,NY,75,2017.0,6,14,15750000.0,20,317%
Unqork,New York,NY,492,2017.0,121,15,56115000.0,86,78%
Squire,New York,NY,118,2015.0,4,16,17110000.0,12,146%
Axonius,New York,NY,170,2017.0,21,17,34680000.0,28,83%
Global Startup Ecosystem,New York,NY,166,2016.0,33,18,37682000.0,1,388%
Bbot,New York,NY,65,2017.0,23,19,17550000.0,13,210%
WellNow Urgent Care,West Seneca,NY,510,,22,17,137700000.0,153,37%
Chainalysis,New York,NY,230,2014.0,2,20,29900000.0,60,54%
Cockroach Labs,New York,NY,253,2015.0,4,21,36685000.0,30,68%
Tend,New York,NY,116,2018.0,1,22,31320000.0,34,51%
Columbia Care,New York,NY,334,2012.0,87,23,90180000.0,1,11%
MANTL,New York,NY,77,2016.0,2,24,10010000.0,14,103%
Section4,New York,NY,62,2018.0,76,25,10230000.0,1,288%
K Health,New York,NY,223,2016.0,1,26,23200000.0,21,51%
Spring Health,New York,NY,187,2016.0,1,27,50490000.0,26,123%
EasyKnock,New York,NY,72,2016.0,2,28,9360000.0,16,29%
Pareteum Corporation,New York,NY,306,2016.0,4,30,44370000.0,1,1%
Voice,Brooklyn,NY,135,2020.0,4,31,19575000.0,4,214%
Capital Rx,New York,NY,198,2017.0,8,32,53460000.0,23,175%
Policygenius,New York,NY,531,2014.0,2,33,69030000.0,92,63%
New Mountain Capital,New York,NY,206,1999.0,33,34,46762000.0,1,9%
Rhino Labs,New York,NY,185,,3,35,7600000.0,1,123%
Hyperscience,New York,NY,287,2014.0,4,36,41615000.0,44,108%
Unite US,New York,NY,424,2013.0,1,37,61480000.0,127,133%
Rightway Healthcare,New York,NY,84,2017.0,8,39,22680000.0,25,75%
Cyware Labs,NewYork,NY,193,2015.0,21,38,39372000.0,41,51%
Capitolis,New York,NY,99,2017.0,33,40,22473000.0,27,57%
DarioHealth Corp.,New York,NY,116,2011.0,19,41,31320000.0,9,32%
Chronosphere,New York,NY,62,2019.0,4,42,8990000.0,13,138%
Catalyst Software,New York,NY,95,2017.0,4,43,13775000.0,8,138%
SAPRO,New York,NY,261,2017.0,27,44,42543000.0,1,295%
