,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter,cleaned_description,tokenized text
1440,Heleum,heleum app float money major currency brand new way,https://heleum.com/,Na," Apps, Finance",01 to 10 ," Mesa, Arizona, United States",2017-01-01 00:00:00," Apps, Financial Services, Software",—,software_2017,heleum app float money major currency brand new way,"['he', '##le', '##um', 'app', 'float', 'money', 'major', 'currency', 'brand', 'new', 'way']"
1441,Helios Companies,helios provides software compliance solution community bank enhance bsa  aml capability,https://www.helioscompanies.com/,200000," Computer, Financial Services, Software",01 to 10 ," Denver, Colorado, United States",2017," Consumer Electronics, Financial Services, Hardware, Software","Helios provides software compliance solutions to community banks to enhance their BSA / AML capabilities. It integrates with multiple local and external data sources, reconciling sources and uses of funds, and provides robust board and regulatory reporting.",software_2017,helios provides software compliance solution community bank enhance bsa  aml capability,"['he', '##lio', '##s', 'provides', 'software', 'compliance', 'solution', 'community', 'bank', 'enhance', 'b', '##sa', 'am', '##l', 'capability']"
1442,Helios Company,helios company data warehouse analysis visualization service company,https://helioscompany.com,Na," Analytics, Cloud Data Services, Data Mining, Data Visualization, Information Technology",01 to 10 ," Ladera Ranch, California, United States",2017," Data and Analytics, Design, Information Technology, Internet Services, Software",—,software_2017,helios company data warehouse analysis visualization service company,"['he', '##lio', '##s', 'company', 'data', 'warehouse', 'analysis', 'visual', '##ization', 'service', 'company']"
1443,HelloAlex,helloalex selflearning real estate artificial intelligence assistant,https://helloalex.io/,Na," Artificial Intelligence, E-Learning, Real Estate",01 to 10 ," Tampa, Florida, United States",2017-01-01 00:00:00," Artificial Intelligence, Data and Analytics, Education, Real Estate, Science and Engineering, Software",—,software_2017,helloalex selflearning real estate artificial intelligence assistant,"['hello', '##ale', '##x', 'self', '##lea', '##rn', '##ing', 'real', 'estate', 'artificial', 'intelligence', 'assistant']"
1444,Herman,talent assessment tool powered biometrics artificial intelligence predicts rank people future performance,http://hermanpro.com,Na," Artificial Intelligence, Human Resources, Machine Learning, SaaS",01 to 10 ," San Francisco, California, United States",2017," Administrative Services, Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Being human is increasingly important in times of Artificial Intelligence. The future progress of humanity is based on people skills, not algorithms. 

The World's fast-paced economy demands more workforce and accelerates turnover. This speed increases the risk of talent mismatching, hurting the progress of corporations, individuals, families, and society as a whole.  

Democratizing a fast, precise, smart, and unbiased people assessment will exponentiate global productivity and prosperity. 

Herman is a highly accurate talent assessment tool powered by biometrics and Artificial Intelligence that predicts and ranks people's future performance while automates the talent evaluation process. It analyzes people based on a scaled competency model, personality, voice, video, and text as part of our trustworthiness machine learning patent. 

Herman Pro, LLC is a privately held company operating in the state of California, United States.",software_2017,talent assessment tool powered biometrics artificial intelligence predicts rank people future performance,"['talent', 'assessment', 'tool', 'powered', 'bio', '##metric', '##s', 'artificial', 'intelligence', 'predict', '##s', 'rank', 'people', 'future', 'performance']"
1445,HERO Foundry,earlystage education technology event organization dedicated sharing hero journey tool world,http://herofoundry.org,Na," E-Learning, Event Management, Personal Development, Social Entrepreneurship",01 to 10 ," Sacramento, California, United States",2017," Community and Lifestyle, Education, Events, Media and Entertainment, Software","We have come together to reawaken the heroic spirit in young leaders across the world, to empower a new generation with entrepreneurial education and unique experiences of transformation.

We will not stop until we have helped 1,000 fathers crown themselves KINGS and our community directly equips 100,000 children around the world with entrepreneurial skills to be the heroes of their own story.",software_2017,earlystage education technology event organization dedicated sharing hero journey tool world,"['early', '##sta', '##ge', 'education', 'technology', 'event', 'organization', 'dedicated', 'sharing', 'hero', 'journey', 'tool', 'world']"
1446,Herron Tech,enterprise platform need build deploy operate application dramatically faster,http://www.herrontech.com,Na," Big Data, Cloud Computing, Developer APIs, Enterprise Software, PaaS, SaaS",01 to 10 ," Boston, Massachusetts, United States",2017-01-01 00:00:00," Data and Analytics, Internet Services, Software","A new platform is now available to solve your IT plumbing pain and help you achieve durable digital transformation. 

Are you struggling in growing and modernizing your IT infrastructure to accelerate time-to-market?

Do you have subsidiaries, departments, or products utilizing a different set of infrastructures, standardizations, and technologies?

Are you unable to harmonize and integrate them without re-skilling or re-inventing? 

Transforming from a traditional environment to a digital organization requires lots of IT Plumbing to orchestrate client Environments into Infrastructures. 

This is a multi-year, expensive and often failed exercise, resulting in delays, cost overruns, personnel disruptions and opportunity cost!

Resource management, legacy systems, API management, silo nightmares, multi-cloud orchestration, IT Ops - all those are huge IT plumbing challenges preventing you from accelerating time-to-market and leaving you with a painful and lengthy journey to build and release applications… 

Unfortunately with all the tools in the market, there isn’t a solution that allows you to write your code and push a button to be up and running. Lots of IT Plumbing is required, and it gets even more complicated after your first release.

Introducing SOAJS Enterprise, a Complete & Adaptive solution to integrate client Environments into Infrastructures by breaking the silos, modernizing & harmonizing existing IT infrastructure, bringing calm to chaos, and automating IT Ops. “Click. Click. Done! It’s that easy.” 

Don’t let standardization and difference in style and technologies slow you down. Unlike others, SOAJS enterprise harmonization is the solution that takes place effortlessly, quickly, and cost effectively.

Integrate and orchestrate multiple source code, applications, infrastructure and technologies in a simplistic and secured approach by forming a modernized distributed service oriented architecture that unleashes speed and empowers any member of the enterprise.

SOAJS™ Enterprise is the solution to eliminate the IT Plumbing pain and unleash speed. 
You can:
Deploy from source code, 
Manage, integrate, and configure resources, 
Orchestrate multi-cloud environments, 
Create multi-tenant and multi-layer secured API, 
Build multi-tenant, multi-version and multi-platform releases in a simplistic approach empowering any member of the enterprise, 
Create custom continuous integration and continuous delivery, per environment, per product, per department, per team, per resource, per technology and per repository
Access to the most complete analytics and metrics dashboard giving you full visibility to make smarter decision in maximizing your operation outcome while minimizing the cost.

Join now and let us show you how SOAJS Enterprise has modernized the IT infrastructure of many organizations and helped them achieve durable digital transformation and bring innovation in-house
",software_2017,enterprise platform need build deploy operate application dramatically faster,"['enterprise', 'platform', 'need', 'build', 'deploy', 'operate', 'application', 'dramatically', 'faster']"
1447,Herth,herth ai powered 3d visual service platform,http://www.herth.co/,Na," 3D Technology, Artificial Intelligence",01 to 10 ," Los Angeles, California, United States",2017," Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",—,software_2017,herth ai powered 3d visual service platform,"['her', '##th', 'a', '##i', 'powered', '3', '##d', 'visual', 'service', 'platform']"
1448,Hexabu,hexabu software company develops salesforce appexchange apps event monitoring,https://hexabu.com,Na," Apps, CRM, Sales, Software",01 to 10 ," Tampa, Florida, United States",2017," Apps, Information Technology, Sales and Marketing, Software","Hexabu is a software company that develops Salesforce Appexchange apps for Event Monitoring. It also offers products such as Hexa Archiver, Hexa One-Click Uploader, and Hexa 360 Audit. The company providing support and guidance to Salesforce AppExchange Partner who provides utility apps for salesforce users to monitor events, archive data, upload files, and track field history. 

Hexabu was founded in 2017 and is based in Tampa, Florida with an office in Hyderabad, Telangana, India.",software_2017,hexabu software company develops salesforce appexchange apps event monitoring,"['he', '##xa', '##bu', 'software', 'company', 'develops', 'sales', '##force', 'app', '##ex', '##chang', '##e', 'apps', 'event', 'monitoring']"
1449,Hexel,hexel startup want make easy anyone use ethereumbased token engage hyperlocal community,https://www.onhexel.com/,120000," Cryptocurrency, Productivity Tools, Software, Virtual Currency",01 to 10 ," San Francisco, California, United States",2017," Financial Services, Payments, Software","Hexel is a startup that wants to make it easy for anyone to use Ethereum-based tokens to engage their hyperlocal community. It is a platform for creating and managing cryptocurrencies for communities where you can create your own crypto token for anyone like your subreddit, or your gaming channel.

It was established in 2017 and is based in San Fransisco, California.",software_2017,hexel startup want make easy anyone use ethereumbased token engage hyperlocal community,"['he', '##xe', '##l', 'start', '##up', 'want', 'make', 'easy', 'anyone', 'use', 'et', '##here', '##umba', '##sed', 'token', 'engage', 'h', '##yper', '##loc', '##al', 'community']"
1450,Hey Machine Learning,hey machine learning develops custom artificial intelligence solution startup growing business around world,Na,Na," Artificial Intelligence, Information Technology, Machine Learning",01 to 10 ," Wilmington, Delaware, United States",2017," Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Hey Machine Learning develops custom Artificial Intelligence solutions for startups and growing businesses around the world.

The company was founded in 2017 and based in Wilmington, Delaware.",software_2017,hey machine learning develops custom artificial intelligence solution startup growing business around world,"['hey', 'machine', 'learning', 'develops', 'custom', 'artificial', 'intelligence', 'solution', 'start', '##up', 'growing', 'business', 'around', 'world']"
1451,HEY MARY,hey mary patentpending intelligent athome cannabis dispensing platform,https://www.heymary.co/,Na," Cannabis, Information Technology",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Community and Lifestyle, Food and Beverage, Health Care, Information Technology",—,software_2017,hey mary patentpending intelligent athome cannabis dispensing platform,"['hey', 'ma', '##ry', 'patent', '##pen', '##ding', 'intelligent', 'at', '##hom', '##e', 'cannabis', 'di', '##sp', '##ens', '##ing', 'platform']"
1452,HeyBuddy,heybuddy provides design app development service,https://www.heybuddy.com/,Na," Apps, Information Technology",01 to 10 ," Reading, Pennsylvania, United States",2017-01-01 00:00:00," Apps, Information Technology, Software",—,software_2017,heybuddy provides design app development service,"['hey', '##bu', '##ddy', 'provides', 'design', 'app', 'development', 'service']"
1453,Hi Five Web,hi five web render app development graphic design web design internet marketing branding strategy content writing service,https://www.hifiveweb.com,Na," Advertising, Graphic Design, Marketing, Mobile Apps, Web Design",01 to 10 ," New York, New York, United States",2017," Advertising, Apps, Design, Mobile, Sales and Marketing, Software",—,software_2017,hi five web render app development graphic design web design internet marketing branding strategy content writing service,"['hi', 'five', 'web', 'render', 'app', 'development', 'graphic', 'design', 'web', 'design', 'internet', 'marketing', 'branding', 'strategy', 'content', 'writing', 'service']"
1454,Highrise,highrise multifaceted company offer turnkey solution area seo web development digital marketing,http://www.highriseelite.com,Na," Digital Marketing, SEO, Web Development",01 to 10 ," Anaheim, California, United States",2017-01-01 00:00:00," Internet Services, Sales and Marketing, Software",—,software_2017,highrise multifaceted company offer turnkey solution area seo web development digital marketing,"['high', '##rise', 'multi', '##face', '##ted', 'company', 'offer', 'turn', '##key', 'solution', 'area', 'se', '##o', 'web', 'development', 'digital', 'marketing']"
1455,Hilo,hilo social dashboard let follow bitcoin cryptocurrencies friend influencers,https://www.hilo.io/,Na,Cryptocurrency,01 to 10 ," San Francisco, California, United States",2017," Financial Services, Payments, Software","Hilo is your connection to crypto. It's the only social dashboard that lets you follow along and invest in Bitcoin and other cryptocurrencies with friends and influencers.

Backed by some of the best in the industry, we’re on a mission to make cryptocurrency accessible to anyone who wants to learn. And we believe that access to education, data, opinions, and support is the best way to do that. Join us - crypto is more fun with friends!
",software_2017,hilo social dashboard let follow bitcoin cryptocurrencies friend influencers,"['hi', '##lo', 'social', 'dash', '##board', 'let', 'follow', 'bit', '##co', '##in', 'cry', '##pt', '##oc', '##ur', '##ren', '##cies', 'friend', 'influence', '##rs']"
1456,HinBit,hinbit offer various service including education code migration linux consulting service various rt issue,https://www.hinbit.com/,Na," Information Technology, Linux, Software",01 to 10 ," Chicago, Illinois, United States",2017," Information Technology, Platforms, Software",—,software_2017,hinbit offer various service including education code migration linux consulting service various rt issue,"['hi', '##n', '##bit', 'offer', 'various', 'service', 'including', 'education', 'code', 'migration', 'l', '##in', '##ux', 'consulting', 'service', 'various', 'r', '##t', 'issue']"
1457,HireJoe,hirejoe developer home service application designed help home owner home repair maintenance need,https://www.hirejoe.com/,13400," Information Technology, Internet",01 to 10 ," Boulder, Colorado, United States",2017," Information Technology, Internet Services","Developer of a home services application designed to help home owners with home repair and maintenance needs. The company's e platform was developed through working real home repair jobs, not in a lab or through computer modeling and specializes in fixing things around your house, enabling users to search, quote, book, pay and review service for home repairs and maintenance.",software_2017,hirejoe developer home service application designed help home owner home repair maintenance need,"['hire', '##jo', '##e', 'developer', 'home', 'service', 'application', 'designed', 'help', 'home', 'owner', 'home', 'repair', 'maintenance', 'need']"
1458,Hiremore,"hiremore connected global candidate sourcing talent engagement platform

",https://hiremore.com/,Na," Human Resources, Information Technology, Internet, Recruiting, Software, Staffing Agency",01 to 10 ," Santa Clara, California, United States",2017," Administrative Services, Information Technology, Internet Services, Professional Services, Software","HireMore, a connected global candidate sourcing and talent engagement platform. HireMore is making sourcing and candidate engagement the critical keys to hiring success. 

",software_2017,"hiremore connected global candidate sourcing talent engagement platform

","['hire', '##more', 'connected', 'global', 'candidate', 'sour', '##cing', 'talent', 'engagement', 'platform']"
1459,HolliBlu,global community nurse,https://holliblu.com,460000," Health Care, Home Health Care, Hospital, Mobile Apps, Web Apps",01 to 10 ," Los Angeles, California, United States",2017," Apps, Health Care, Mobile, Software","HolliBlu has created a community for nurses providing them with the tools they need to be successful, find job opportunities, volunteer, organize their professional and personal lives and all the while be supported by a company that truly understands their needs and what they provide to the healthcare industry. HolliBlu is a social network for nurses that healthcare companies benefit from.  The platform connects companies with nurses; providing them with a tool that tracks their staff’s licenses and credentials, an advanced filtering technology to find the exact type of candidate they are looking to hire and, when needed, use our unique assignment notification technology to mobilize their nurses for work or volunteer opportunities.

Founded in Los Angeles, CA, HolliBlu launched their platform in early 2018. Join the many nurses who have already signed up for the HolliBlu community today and download the app at the App Store or on Google Play or visit us at www.holliblu.com.",software_2017,global community nurse,"['global', 'community', 'nurse']"
1460,HoloCap,holocap software volumetric video recording playback,https://holocap.com/,Na," Software, Video",01 to 10 ," Los Angeles, California, United States",2017," Media and Entertainment, Software, Video",—,software_2017,holocap software volumetric video recording playback,"['ho', '##loc', '##ap', 'software', 'volume', '##tric', 'video', 'recording', 'playback']"
1461,HomeTraq,hometraq online brokerage platform connects potential homebuyer local real agent well schedule property showing,http://www.hometraq.com,50000," B2C, Customer Service, Real Estate, Software",01 to 10 ," St Louis, Missouri, United States",2017," Other, Professional Services, Real Estate, Software","HomeTraq is an online brokerage platform that connects potential homebuyer with a local real agent as well as schedules property showings.

The platform offers on-demand in-person or video showing which enables users to schedule a home showing within three to five minutes. It helps navigate financial options without confusing language as well as assists home buyers understand the entire process of buying property.

In 2017, Mark Gorman, Brett Daniell co-founded the company in St Louis, Missouri.",software_2017,hometraq online brokerage platform connects potential homebuyer local real agent well schedule property showing,"['home', '##tra', '##q', 'online', 'broker', '##age', 'platform', 'connects', 'potential', 'home', '##bu', '##yer', 'local', 'real', 'agent', 'well', 'schedule', 'property', 'showing']"
1462,HomeVision VR,use 3d rendered virtual tour dont physical model show client,https://www.homevisionvr.com,Na," Manufacturing, Software, Virtual Reality",01 to 10 ," Santa Ana, California, United States",2017-01-01 00:00:00," Hardware, Manufacturing, Software",—,software_2017,use 3d rendered virtual tour dont physical model show client,"['use', '3', '##d', 'rendered', 'virtual', 'tour', 'don', '##t', 'physical', 'model', 'show', 'client']"
1463,GiveTide,round electronic spare change everyday purchase team friend donate nonprofit single tap,http://www.givetide.com,Na," Charity, Mobile Apps, Social Entrepreneurship",01 to 10 ," New York, New York, United States",2017," Apps, Community and Lifestyle, Mobile, Other, Software",—,software_2017,round electronic spare change everyday purchase team friend donate nonprofit single tap,"['round', 'electronic', 'spare', 'change', 'everyday', 'purchase', 'team', 'friend', 'donate', 'nonprofit', 'single', 'tap']"
1464,Givhero,givhero creates socially responsible connected community health wellbeing,https://www.givhero.com,350000," Apps, Fitness, Health Care, Social, Wellness",01 to 10 ," Gaithersburg, Maryland, United States",2017-01-01 00:00:00," Apps, Community and Lifestyle, Health Care, Software, Sports","Givhero develops an innovative social wellness platform designed to leverage causes that employees care about and increase their engagement in activities. The platform allows employers to deliver meaningful motivation, by sponsoring employees' health goals and rewarding their achievements by supporting their favorite causes, thereby, enabling employees to increase their healthy activities, productivity, and reduce long-term insurance costs.",software_2017,givhero creates socially responsible connected community health wellbeing,"['g', '##iv', '##her', '##o', 'creates', 'socially', 'responsible', 'connected', 'community', 'health', 'well', '##bei', '##ng']"
1465,GlamTech,glamtech provides machine learning computer vision augmented reality enterprise software technology solution skincare company,https://www.glamtech.co/,Na," Apps, Artificial Intelligence, Machine Learning, Software",01 to 10 ," Mountain View, California, United States",2017-01-01 00:00:00," Apps, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",—,software_2017,glamtech provides machine learning computer vision augmented reality enterprise software technology solution skincare company,"['g', '##lam', '##tech', 'provides', 'machine', 'learning', 'computer', 'vision', 'augmented', 'reality', 'enterprise', 'software', 'technology', 'solution', 'skin', '##care', 'company']"
1466,Gleep,gleep  ai infused solution take away pain maintaining conference call,http://gleepvoiceai.com,45000," Artificial Intelligence, Computer, Software",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software","Gleep is a voice conferencing AI assistant that offers voice conferencing solution, automatic call summary, instant minutes of meeting and searchable voice track with participant highlights.",software_2017,gleep  ai infused solution take away pain maintaining conference call,"['g', '##lee', '##p', 'a', '##i', 'in', '##fused', 'solution', 'take', 'away', 'pain', 'maintaining', 'conference', 'call']"
1467,Glimpsek12,glimpsek12 education start capture student impact evaluates activity context student achievement,http://www.glimpsek12.com/,2120000," E-Learning, EdTech, Education",01 to 10 ," Huntsville, Alabama, United States",2017," Education, Software","Glimpse12 captures everything you're doing to impact student outcomes and evaluates these activities in the context of student achievement.

Traditionally, eROI is virtually impossible to track and manage. The company's approach maximizes district's education return on investment (eROI) by providing answers to critical questions essential to ensure your time and money are aligned with the unique needs of your students.",software_2017,glimpsek12 education start capture student impact evaluates activity context student achievement,"['glimpse', '##k', '##12', 'education', 'start', 'capture', 'student', 'impact', 'evaluate', '##s', 'activity', 'context', 'student', 'achievement']"
1468,Global Dog,connecting dog lover dogfriendly service,http://www.globaldog.com,Na," Mobile Apps, Pet, Social Media, Social Network",01 to 10 ," Austin, Texas, United States",2017," Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Software","Global Dog is a social network for dog lovers and dog owners. It combines location-based services, adoptions, and networking into one central app.",software_2017,connecting dog lover dogfriendly service,"['connecting', 'dog', 'lover', 'dog', '##friend', '##ly', 'service']"
1469,Gmply,gmply interactive video lm platform company institute,https://www.gmply.com,Na," E-Learning, Education, Internet",01 to 10 ," San Francisco, California, United States",2017-01-01 00:00:00," Education, Internet Services, Software",—,software_2017,gmply interactive video lm platform company institute,"['g', '##mp', '##ly', 'interactive', 'video', 'l', '##m', 'platform', 'company', 'institute']"
1470,gNext Labs,gnext lab committed protect customer data providing exceptional 247 support,https://www.gnextlabs.com/,700000," Data Visualization, Information Technology",01 to 10 ," Blacksburg, Virginia, United States",2017," Data and Analytics, Design, Information Technology, Software","Use their asset condition management system to help you make operational decisions, reduce risks, and increase asset's performance.
EXPLOIT THE POWER OF THE NEXT GENERATION TECHNOLOGY.",software_2017,gnext lab committed protect customer data providing exceptional 247 support,"['g', '##nex', '##t', 'lab', 'committed', 'protect', 'customer', 'data', 'providing', 'exceptional', '247', 'support']"
1471,Go2Practice,comprehensive fitness search web inclusive 100k fitness option making finding workout anywhere anytime simple,http://www.Go2Practice.com,350000," Digital Marketing, Fitness, Information Technology, Marketing",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Information Technology, Sales and Marketing, Sports","Go2Practice aggregates all fitness options across the U.S. to create the most all-inclusive fitness search engine on the web.  With 20 years experience in the fitness industry and partnership marketing with brands like Lifetime Fitness, 24 Hour Fitness Crunch and Equinox, founder Joanna Stahl recognized the growing popularity for millions of potential members to search for additional fitness experiences each month. To fill this marketplace void, Go2Practice was developed to provide a one-stop free resource for the increasing demand to access fitness options anywhere, anytime. Operationally streamlined, gyms will share their own pricing, class schedules and general policies. The 100,000+ database will grow as operators take over their listing and new facilities open offering fit fiends more and more options for their on demand fitness desires. For more information, please visit: www.Go2Practice.com, Facility management please visit: www.Go2Practice.com/business",software_2017,comprehensive fitness search web inclusive 100k fitness option making finding workout anywhere anytime simple,"['comprehensive', 'fitness', 'search', 'web', 'inclusive', '100', '##k', 'fitness', 'option', 'making', 'finding', 'work', '##out', 'anywhere', 'anytime', 'simple']"
1472,Golden Key Labs,passionate creating technology innovative intuitive work better,https://www.goldenkeylabs.com/,Na," Information Technology, Software",01 to 10 ," Austin, Texas, United States",2017," Information Technology, Software",—,software_2017,passionate creating technology innovative intuitive work better,"['passionate', 'creating', 'technology', 'innovative', 'in', '##tu', '##itive', 'work', 'better']"
1473,Golf Scope,golf scope application us phone camera understand topography speed putting green,http://www.golfscope.com/,200000," Augmented Reality, iOS, Mobile Apps, Sports, Virtual Reality",01 to 10 ," Austin, Texas, United States",2017-01-01 00:00:00," Apps, Hardware, Mobile, Platforms, Software, Sports","Golf Scope is an application that uses a phone camera to understand the topography and speed of a putting green. Golf Scope utilizes technology, such as AR, VR, and ML to help golfers of all skill levels improve their game.

Golf Scope is headquartered in Austin, Texas.",software_2017,golf scope application us phone camera understand topography speed putting green,"['golf', 'scope', 'application', 'us', 'phone', 'camera', 'understand', 'topography', 'speed', 'putting', 'green']"
1474,goMkt,gomkt online platform help retailer reduce food waste,https://www.gomkt.com/,Na," Apps, E-Commerce, Retail",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Apps, Commerce and Shopping, Software",—,software_2017,gomkt online platform help retailer reduce food waste,"['go', '##m', '##kt', 'online', 'platform', 'help', 'retailer', 'reduce', 'food', 'waste']"
1475,GoNanny,gonanny modernized childcare service busy parent active kid,https://www.meetgonanny.com/,Na," Child Care, Education, Health Care, Information Technology, Transportation",01 to 10 ," Chicago, Illinois, United States",2017," Education, Health Care, Information Technology, Transportation","GoNanny, founded by Patrice Darby, is merging childcare with technology in order to create a world where parents do not have to choose between building a strong family and building a strong career. We identify, train, equip, pair, and share childcare providers who desire to operate as a support system for busy families. Through our digital platform, families are paired with a consistent GoNanny and backups, can book out their GoNanny to provide care rides and childcare in 15 minute intervals, and with technology parents are kept in the know providing peace of mind at all times. 

",software_2017,gonanny modernized childcare service busy parent active kid,"['go', '##nan', '##ny', 'modern', '##ized', 'child', '##care', 'service', 'busy', 'parent', 'active', 'kid']"
1476,Goosetail Spaces,goosetail space provider managed coworking office headquartered louisville usa,http://goosetailspaces.com/,Na," Commercial Real Estate, Information Technology",01 to 10 ," Louisville, Colorado, United States",2017-01-01 00:00:00," Information Technology, Real Estate",—,software_2017,goosetail space provider managed coworking office headquartered louisville usa,"['goose', '##tail', 'space', 'provider', 'managed', 'cow', '##or', '##king', 'office', 'headquartered', 'lo', '##ui', '##sville', 'us', '##a']"
1477,GopherCard,gophercard cryptocurrency blockchain startup company,http://gophercard.com/,Na," Blockchain, Cryptocurrency, Internet",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Financial Services, Internet Services, Other, Payments, Software",—,software_2017,gophercard cryptocurrency blockchain startup company,"['go', '##pher', '##card', 'cry', '##pt', '##oc', '##ur', '##ren', '##cy', 'block', '##cha', '##in', 'start', '##up', 'company']"
1478,GoProdigii,goprodigii platform technology business service,https://goprodigii.com/,Na," Business Development, Information Services, Network Security",01 to 10 ," Cleveland, Ohio, United States",2017-01-01 00:00:00," Information Technology, Privacy and Security, Professional Services",—,software_2017,goprodigii platform technology business service,"['go', '##p', '##rod', '##igi', '##i', 'platform', 'technology', 'business', 'service']"
1479,Gordian Block,gordian block capital cryptocurrency digital asset focused hedge fund,https://gordianblock.io,Na," Cryptocurrency, Financial Services",01 to 10 ," Chicago, Illinois, United States",2017," Financial Services, Payments, Software","Gordian Block Capital is an investment and trading firm focused exclusively on digital currencies, crypto assets, and blockchain technologies.

They are an experienced and diverse team with backgrounds in fund management, trading, blockchain tech, machine learning and computer science.

They integrate information, computing power, data analytics and human skill to provide their  investors optimized exposure to the global crypto opportunity set.",software_2017,gordian block capital cryptocurrency digital asset focused hedge fund,"['go', '##rdi', '##an', 'block', 'capital', 'cry', '##pt', '##oc', '##ur', '##ren', '##cy', 'digital', 'asset', 'focused', 'hedge', 'fund']"
1480,Govlaunch,govlaunch wiki local government innovation®,https://govlaunch.com/,Na," Government, GovTech, Information Technology, Internet, Public Safety, Public Transportation, Smart Cities",01 to 10 ," Washington, District of Columbia, United States",2017," Government and Military, Information Technology, Internet Services, Real Estate, Transportation",GovTech,software_2017,govlaunch wiki local government innovation®,"['go', '##v', '##lau', '##nch', 'w', '##iki', 'local', 'government', 'innovation', '##®']"
1481,Govurn,decision management system platform governance election voting survey,https://www.govurn.com/,2000000," Blockchain, Information Technology, Software",01 to 10 ," Bellevue, Washington, United States",2017," Information Technology, Other, Software","Our self-service software, the Govurn DMS (Decision Management System) allows you to conveniently conduct surveys, polls, voting, elections and corporate governance. These features have multiple storage options that can be tailored to your needs, including leveraging blockchain technologies for defined immutability.",software_2017,decision management system platform governance election voting survey,"['decision', 'management', 'system', 'platform', 'governance', 'election', 'voting', 'survey']"
1482,Grabit,grabit ondemand pickup delivery service order anything anywhere anytime,http://www.grabit.delivery,640000," Delivery, Delivery Service, Food Delivery, Local, Local Shopping, Logistics, Messaging, Same Day Delivery, Transportation, Virtual Assistant",01 to 10 ," Baton Rouge, Louisiana, United States",2017," Administrative Services, Commerce and Shopping, Food and Beverage, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software, Transportation","Grabit is an on-demand delivery service. We enable customers to order anything from anywhere at any time through an app. If you want it, we'll Grabit!",software_2017,grabit ondemand pickup delivery service order anything anywhere anytime,"['grab', '##it', 'on', '##de', '##mand', 'pickup', 'delivery', 'service', 'order', 'anything', 'anywhere', 'anytime']"
1483,Grace Tech,grace tech digitally transforms cash handling workflow,https://gracetech.us/,Na," Information Technology, Payments",01 to 10 ," Tustin, California, United States",2017-01-01 00:00:00," Financial Services, Information Technology, Payments",—,software_2017,grace tech digitally transforms cash handling workflow,"['grace', 'tech', 'digitally', 'transforms', 'cash', 'handling', 'work', '##flow']"
1484," Graspie, Inc. ",saas mobilefirst training engagement  upskilling platform hotel retail startup train workforce faster affordably,https://www.graspie.com/,181000," B2B, Corporate Training, Enterprise Software, Human Resources, Mobile, SaaS, Software",01 to 10 ," Buffalo, New York, United States",2017-01-01 00:00:00," Administrative Services, Education, Mobile, Other, Software","Graspie, Inc. is a B2B Saas company the seeks to change the way employer engage, train and inspire their employees. Our product GRASPIE™, a mobile-first training and engagement platform for the new connected workforce that allows employers to onboard employees faster and cheaper leveraging dynamic content and innovative technologies.",software_2017,saas mobilefirst training engagement  upskilling platform hotel retail startup train workforce faster affordably,"['sa', '##as', 'mobile', '##fi', '##rst', 'training', 'engagement', 'ups', '##kill', '##ing', 'platform', 'hotel', 'retail', 'start', '##up', 'train', 'workforce', 'faster', 'afford', '##ably']"
1485,Green Light Labs,green light lab marketing platform aim convince user switch electric vehicle,https://www.greenlight-labs.com/,Na," Electric Vehicle, Environmental Consulting, Marketing, Software, Transportation",01 to 10 ," San Jose, California, United States",2017-01-01 00:00:00," Professional Services, Sales and Marketing, Software, Transportation","Green Light Labs helps organizations save money, improve employee retention, and reduce CO2 emissions by measuring the cost of mobility, providing recommendations for improvement, and facilitating the exchange of communication and incentives between management and employees.

It offers a marketing platform meant to convince users to switch to electric vehicles.",software_2017,green light lab marketing platform aim convince user switch electric vehicle,"['green', 'light', 'lab', 'marketing', 'platform', 'aim', 'convince', 'user', 'switch', 'electric', 'vehicle']"
